facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date,address_normalized,full_address,fraud_score,fraud_flags,licensee_normalized,license_year,closed_year,google_maps_url
family_child_care_homes,336300602,DANGI FAMILY CHILD CARE,"DANGI, IRESHA","DANGI, IRESHA",(909) 358-7627,Unavailable,MURRIETA,CA,92562,RIVERSIDE,10,14,LICENSED,2022-12-30,,5252025,UNAVAILABLE,"UNAVAILABLE, MURRIETA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DANGI, IRESHA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20MURRIETA%2C%20CA
family_child_care_homes,334845834,DANIEL FAMILY CHILD CARE,"DANIEL,KIMBERLY","DANIEL,KIMBERLY",(760) 960-7081,Unavailable,DESERT HOT SPRINGS,CA,92240,RIVERSIDE,9,14,LICENSED,2020-04-13,,5252025,UNAVAILABLE,"UNAVAILABLE, DESERT HOT SPRINGS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DANIEL,KIMBERLY",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20DESERT%20HOT%20SPRINGS%2C%20CA
family_child_care_homes,334846146,DANIELS FAMILY CHILD CARE,"DANIELS,STEPHANIE","DANIELS,STEPHANIE",(951) 642-8626,Unavailable,BEAUMONT,CA,92223,RIVERSIDE,9,14,LICENSED,2021-10-21,,5252025,UNAVAILABLE,"UNAVAILABLE, BEAUMONT",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DANIELS,STEPHANIE",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20BEAUMONT%2C%20CA
family_child_care_homes,334846302,DANIELS FAMILY CHILD CARE,"DANIELS, TRACI","DANIELS, TRACI",(951) 623-0024,Unavailable,BANNING,CA,92220,RIVERSIDE,9,14,LICENSED,2022-09-23,,5252025,UNAVAILABLE,"UNAVAILABLE, BANNING",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DANIELS, TRACI",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20BANNING%2C%20CA
family_child_care_homes,376101019,"DANISHJU, KARIMA FAMILY CHILD CARE","DANISHJU, KARIMA",KARIMA DANISHJU,(925) 329-1571,Unavailable,EL CAJON,CA,92019,SAN DIEGO,51,14,LICENSED,2022-02-28,,5252025,UNAVAILABLE,"UNAVAILABLE, EL CAJON",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DANISHJU, KARIMA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20EL%20CAJON%2C%20CA
family_child_care_homes,384004558,"DARE,YUEYUN","DARE,YUEYUN","DARE,YUEYUN",(415) 503-7662,Unavailable,SAN FRANCISCO,CA,94112,SAN FRANCISCO,5,14,LICENSED,2022-04-07,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN FRANCISCO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DARE,YUEYUN",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20FRANCISCO%2C%20CA
family_child_care_homes,198400324,DAVALOS FAMILY CHILD CARE,ANGELICA DAVALOS,ANGELICA DAVALOS,(323) 601-7190,Unavailable,SOUTH GATE,CA,90280,LOS ANGELES,54,14,LICENSED,2021-01-21,,5252025,UNAVAILABLE,"UNAVAILABLE, SOUTH GATE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,ANGELICA DAVALOS,2021.0,,https://www.google.com/maps/search/Unavailable%2C%20SOUTH%20GATE%2C%20CA
family_child_care_homes,198400520,DAVID FAMILY CHILD CARE,MICHELLE DAVID,"DAVID, MICHELLE",(310) 213-2090,Unavailable,CARSON,CA,90746,LOS ANGELES,54,14,LICENSED,2022-04-04,,5252025,UNAVAILABLE,"UNAVAILABLE, CARSON",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,MICHELLE DAVID,2022.0,,https://www.google.com/maps/search/Unavailable%2C%20CARSON%2C%20CA
family_child_care_homes,367700287,DAVILA FAMILY CHILD CARE,ISABEL DAVILA,ISABEL DAVILA,(626) 209-6434,Unavailable,SAN BERNARDINO,CA,92407,SAN BERNARDINO,12,14,LICENSED,2022-07-28,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN BERNARDINO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,ISABEL DAVILA,2022.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20BERNARDINO%2C%20CA
family_child_care_homes,197494770,DAVILA FAMILY CHILD CARE,VIVIANA DAVILA,"DAVILA, VIVIANA",(310) 927-7328,Unavailable,GARDENA,CA,90249,LOS ANGELES,30,14,LICENSED,2021-03-30,,5252025,UNAVAILABLE,"UNAVAILABLE, GARDENA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,VIVIANA DAVILA,2021.0,,https://www.google.com/maps/search/Unavailable%2C%20GARDENA%2C%20CA
family_child_care_homes,103911694,"DAVILA, GABRIELA FAMILY CHILD CARE","DAVILA, GABRIELA","DAVILA, GABRIELA",(559) 548-7563,Unavailable,FRESNO,CA,93727,FRESNO,4,14,LICENSED,2022-04-28,,5252025,UNAVAILABLE,"UNAVAILABLE, FRESNO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DAVILA, GABRIELA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20FRESNO%2C%20CA
family_child_care_homes,493010065,"DAVILA, LESLIE & GONZALES, GLADYS FCCH","DAVILA, LESLIE & GONZALES, GLADYS","DAVILA,L. & GONZALES G.",(707) 787-7138,Unavailable,SANTA ROSA,CA,95407,SONOMA,1,12,LICENSED,2021-05-19,,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA ROSA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DAVILA, LESLIE & GONZALES, GLADYS",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20ROSA%2C%20CA
family_child_care_homes,414004842,"DAVILA, REGINA ELIZABETH","DAVILA, REGINA ELIZABETH","DAVILA, REGINA ELIZABETH",(510) 209-6827,Unavailable,REDWOOD CITY,CA,94061,SAN MATEO,5,14,LICENSED,2021-10-12,,5252025,UNAVAILABLE,"UNAVAILABLE, REDWOOD CITY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DAVILA, REGINA ELIZABETH",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20REDWOOD%20CITY%2C%20CA
family_child_care_homes,334846201,DAVIS FAMILY CHILD CARE,"DAVIS, SARAH","DAVIS, SARAH",(951) 386-9270,Unavailable,RIVERSIDE,CA,92508,RIVERSIDE,9,14,CLOSED,2022-05-11,2023-10-06,5252025,UNAVAILABLE,"UNAVAILABLE, RIVERSIDE",5,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; SHORT_LIVED; ,"DAVIS, SARAH",2022.0,2023.0,https://www.google.com/maps/search/Unavailable%2C%20RIVERSIDE%2C%20CA
family_child_care_homes,334845901,DAVIS FAMILY CHILD CARE,"DAVIS,TIKECIA & COREY","DAVIS,TIKECIA & COREY",(562) 533-2617,Unavailable,CORONA,CA,92883,RIVERSIDE,9,14,LICENSED,2020-08-24,,5252025,UNAVAILABLE,"UNAVAILABLE, CORONA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DAVIS,TIKECIA & COREY",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20CORONA%2C%20CA
family_child_care_homes,197494546,DAVIS FAMILY CHILD CARE,KARIN DAVIS,KARIN DAVIS,(323) 758-1970,Unavailable,LOS ANGELES,CA,90044,LOS ANGELES,30,14,LICENSED,2020-05-27,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,KARIN DAVIS,2020.0,,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ANGELES%2C%20CA
family_child_care_homes,198400202,DAVIS FAMILY CHILD CARE,KELLEE DAVIS,KELLEE DAVIS,(323) 459-3254,Unavailable,LOS ANGELES,CA,90018,LOS ANGELES,54,14,LICENSED,2020-03-18,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,KELLEE DAVIS,2020.0,,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ANGELES%2C%20CA
family_child_care_homes,426216192,DAVISON FAMILY CHILD CARE,"DAVISON, EDITH",EDITH DAVISON,(805) 720-6633,Unavailable,SANTA MARIA,CA,93455,SANTA BARBARA,17,14,LICENSED,2021-10-27,,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DAVISON, EDITH",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
family_child_care_homes,525408018,"DAVIS, ROXANNE FAMILY CHILD CARE HOME","DAVIS, ROXANNE","DAVIS, ROXANNE",(707) 704-6381,Unavailable,RED BLUFF,CA,96080,TEHAMA,13,14,LICENSED,2021-12-06,,5252025,UNAVAILABLE,"UNAVAILABLE, RED BLUFF",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DAVIS, ROXANNE",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20RED%20BLUFF%2C%20CA
family_child_care_homes,197495009,DAVTYAN FAMILY CHILD CARE,LUSIK DAVTYAN,LUSIK DAVTYAN,(323) 229-6434,Unavailable,VAN NUYS,CA,91405,LOS ANGELES,58,14,LICENSED,2022-05-05,,5252025,UNAVAILABLE,"UNAVAILABLE, VAN NUYS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,LUSIK DAVTYAN,2022.0,,https://www.google.com/maps/search/Unavailable%2C%20VAN%20NUYS%2C%20CA
family_child_care_homes,376100942,"DAWOOD, RIHAB FAMILY CHILD CARE","DAWOOD, RIHAB",RIHAB DAWOOD,(619) 486-7902,Unavailable,EL CAJON,CA,92019,SAN DIEGO,51,14,LICENSED,2021-12-20,,5252025,UNAVAILABLE,"UNAVAILABLE, EL CAJON",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DAWOOD, RIHAB",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20EL%20CAJON%2C%20CA
family_child_care_homes,493010159,"DE FREITAS, MELISSA & FLAVIO FCCH","DE FREITAS, MELISSA & FLAVIO","DE FREITAS, MELISSA & FLAV",(415) 847-8670,Unavailable,PETALUMA,CA,94954,SONOMA,1,14,LICENSED,2022-04-05,,5252025,UNAVAILABLE,"UNAVAILABLE, PETALUMA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DE FREITAS, MELISSA & FLAVIO",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20PETALUMA%2C%20CA
family_child_care_homes,336300481,DE HARO FAMILY CHILD CARE,"DE HARO, ERIKA","DE HARO, ERIKA",(951) 236-6194,Unavailable,SAN JACINTO,CA,92582,RIVERSIDE,10,14,LICENSED,2022-04-15,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JACINTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DE HARO, ERIKA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JACINTO%2C%20CA
family_child_care_homes,543911868,"DE HARO, ERIKA FAMILY CHILD CARE","DE HARO, ERIKA","DE HARO, ERIKA",(559) 393-7389,Unavailable,VISALIA,CA,93291,TULARE,57,14,LICENSED,2022-07-11,,5252025,UNAVAILABLE,"UNAVAILABLE, VISALIA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DE HARO, ERIKA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20VISALIA%2C%20CA
family_child_care_homes,376300517,DE LA CRUZ FAMILY CHILD CARE,"DE LA CRUZ, GRACE","DE LA CRUZ, GRACE",(858) 275-3890,Unavailable,FALLBROOK,CA,92028,SAN DIEGO,10,14,LICENSED,2022-08-05,,5252025,UNAVAILABLE,"UNAVAILABLE, FALLBROOK",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DE LA CRUZ, GRACE",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20FALLBROOK%2C%20CA
family_child_care_homes,503911251,"DE LA MORA, DENISE FAMILY CHILD CARE","DE LA MORA, DENISE","DE LA MORA, DENISE",(209) 408-5803,Unavailable,MODESTO,CA,95357,STANISLAUS,4,14,LICENSED,2020-05-15,,5252025,UNAVAILABLE,"UNAVAILABLE, MODESTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DE LA MORA, DENISE",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20MODESTO%2C%20CA
family_child_care_homes,336300635,DE LA TORRE FAMILY CHILD CARE,"DE LA TORRE,SANDRA & REYNALDO","DE LA TORRE,SANDRA & REYNA",(760) 600-3354,Unavailable,MECCA,CA,92254,RIVERSIDE,10,14,LICENSED,2022-12-13,,5252025,UNAVAILABLE,"UNAVAILABLE, MECCA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DE LA TORRE,SANDRA & REYNALDO",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20MECCA%2C%20CA
family_child_care_homes,304313869,"DE LA TORRE, MINA","DE LA TORRE, MINA","DE LA TORRE, MINA",(714) 200-5996,Unavailable,FOUNTAIN VALLEY,CA,92708,ORANGE,6,14,LICENSED,2021-05-12,,5252025,UNAVAILABLE,"UNAVAILABLE, FOUNTAIN VALLEY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DE LA TORRE, MINA",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20FOUNTAIN%20VALLEY%2C%20CA
family_child_care_homes,503911884,"DE LA TORRE, YESENIA FAMILY CHILD CARE","DE LA TORRE, YESENIA","DE LA TORRE, YESENIA",(510) 599-4246,Unavailable,MODESTO,CA,95350,STANISLAUS,4,14,LICENSED,2022-07-13,,5252025,UNAVAILABLE,"UNAVAILABLE, MODESTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DE LA TORRE, YESENIA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20MODESTO%2C%20CA
family_child_care_homes,426216038,DE LEON-PAZ FCC AKA RISE AND SHINE DAY CARE,"DE LEON-PAZ, JESSICA",JESSICA DE LEON-PAZ,(805) 598-8695,Unavailable,SANTA MARIA,CA,93454,SANTA BARBARA,17,14,LICENSED,2020-11-05,,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DE LEON-PAZ, JESSICA",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
family_child_care_homes,197494723,DE LEON FAMILY CHILD CARE,LOYDA DE LEON,"DE LEON, LOYDA",(310) 203-1005,Unavailable,LOS ANGELES,CA,90035,LOS ANGELES,58,14,LICENSED,2021-03-17,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,LOYDA DE LEON,2021.0,,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ANGELES%2C%20CA
family_child_care_homes,15700307,"DE SANTIAGO, MARIA","DE SANTIAGO, MARIA","DE SANTIAGO, MARIA",(510) 329-5935,Unavailable,NEWARK,CA,94560,ALAMEDA,52,14,LICENSED,2022-02-02,,5252025,UNAVAILABLE,"UNAVAILABLE, NEWARK",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DE SANTIAGO, MARIA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20NEWARK%2C%20CA
family_child_care_homes,334846397,DE SILVA FAMILY CHILD CARE,"DE SILVA, JUANITA","DE SILVA, JUANITA",(714) 204-1339,Unavailable,CORONA,CA,92879,RIVERSIDE,9,14,CLOSED,2023-05-31,2023-10-06,5252025,UNAVAILABLE,"UNAVAILABLE, CORONA",4,DUPLICATE_ADDRESS; SHORT_LIVED; ,"DE SILVA, JUANITA",2023.0,2023.0,https://www.google.com/maps/search/Unavailable%2C%20CORONA%2C%20CA
family_child_care_homes,334846336,DE SILVA FAMILY CHILD CARE,"DE SILVA,THAMARA","DE SILVA,THAMARA",(951) 310-0069,Unavailable,CORONA,CA,92879,RIVERSIDE,9,14,LICENSED,2022-12-20,,5252025,UNAVAILABLE,"UNAVAILABLE, CORONA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DE SILVA,THAMARA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20CORONA%2C%20CA
family_child_care_homes,214005601,"DE SILVA, NIROSHA","DE SILVA, NIROSHA","DE SILVA, NIROSHA",(415) 827-7477,Unavailable,NOVATO,CA,94949,MARIN,5,14,LICENSED,2021-10-13,,5252025,UNAVAILABLE,"UNAVAILABLE, NOVATO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DE SILVA, NIROSHA",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20NOVATO%2C%20CA
family_child_care_homes,73409313,"DEAL, TAYLOR","DEAL, TAYLOR","DEAL, TAYLOR",(925) 577-0104,Unavailable,CONCORD,CA,94519,CONTRA COSTA,2,14,LICENSED,2022-11-15,,5252025,UNAVAILABLE,"UNAVAILABLE, CONCORD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DEAL, TAYLOR",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20CONCORD%2C%20CA
family_child_care_homes,364846022,DEAN FAMILY CHILD CARE,"DEAN,MALIK","DEAN, MALIK",(626) 644-8183,Unavailable,FONTANA,CA,92337,SAN BERNARDINO,9,14,LICENSED,2021-03-25,,5252025,UNAVAILABLE,"UNAVAILABLE, FONTANA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DEAN,MALIK",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20FONTANA%2C%20CA
family_child_care_homes,376628647,"DEER, SADO FAMILY CHILD CARE","DEER, SADO",SADO DEER,(480) 745-9526,Unavailable,SAN DIEGO,CA,92105,SAN DIEGO,20,14,LICENSED,2020-06-18,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DEER, SADO",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
family_child_care_homes,197494917,DEFFEBAUGH-DAVIS FAMILY CHILD CARE,TOIMICIA DEFFEBAUGH-DAVIS,TOIMICIA DAVIS,(323) 629-2512,Unavailable,LOS ANGELES,CA,90047,LOS ANGELES,30,14,LICENSED,2021-08-20,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,TOIMICIA DEFFEBAUGH-DAVIS,2021.0,,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ANGELES%2C%20CA
family_child_care_homes,364845924,DEL RIO RENTERIA FAMILY CHILD CARE,MARIA DEL RIO RENTERIA,MARIA DEL RIO RENTERIA,(909) 573-6408,Unavailable,HIGHLAND,CA,92346,SAN BERNARDINO,9,14,LICENSED,2021-03-18,,5252025,UNAVAILABLE,"UNAVAILABLE, HIGHLAND",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,MARIA DEL RIO RENTERIA,2021.0,,https://www.google.com/maps/search/Unavailable%2C%20HIGHLAND%2C%20CA
family_child_care_homes,376629484,"DEL RIO, JUANA FAMILY CHILD CARE","DEL RIO, JUANA",JUANA DEL RIO,(619) 852-9642,Unavailable,SAN DIEGO,CA,92154,SAN DIEGO,20,14,LICENSED,2022-12-07,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DEL RIO, JUANA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
family_child_care_homes,197700770,DELANEY FAMILY CHILD CARE,YVONNE DELANEY,YVONNE DELANEY,(661) 488-5949,Unavailable,LANCASTER,CA,93534,LOS ANGELES,12,14,CLOSED,2023-12-20,2024-12-01,5252025,UNAVAILABLE,"UNAVAILABLE, LANCASTER",4,DUPLICATE_ADDRESS; SHORT_LIVED; ,YVONNE DELANEY,2023.0,2024.0,https://www.google.com/maps/search/Unavailable%2C%20LANCASTER%2C%20CA
family_child_care_homes,198400524,DELERY FAMILY CHILD CARE,PAZETTER DELERY,"PAZETTER, DELERY",(909) 545-0671,Unavailable,LOS ANGELES,CA,90061,LOS ANGELES,54,14,LICENSED,2022-10-11,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,PAZETTER DELERY,2022.0,,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ANGELES%2C%20CA
family_child_care_homes,585408015,"DELGADILLO, BRITTANY FAMILY CHILD CARE HOME","DELGADILLO, BRITTANY","DELGADILLO, BRITTANY",(719) 209-5515,Unavailable,PLUMAS LAKE,CA,95961,YUBA,13,14,LICENSED,2022-07-08,,5252025,UNAVAILABLE,"UNAVAILABLE, PLUMAS LAKE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DELGADILLO, BRITTANY",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20PLUMAS%20LAKE%2C%20CA
family_child_care_homes,136610544,"DELGADILLO, JASMINE FAMILY CHILD CARE","DELGADILLO, JASMINE",JASMINE DELGADILLO,(760) 909-5129,Unavailable,BRAWLEY,CA,92227,IMPERIAL,20,14,CLOSED,2020-10-05,2023-04-24,5252025,UNAVAILABLE,"UNAVAILABLE, BRAWLEY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DELGADILLO, JASMINE",2020.0,2023.0,https://www.google.com/maps/search/Unavailable%2C%20BRAWLEY%2C%20CA
family_child_care_homes,406215976,DELMORE FAMILY CHILD CARE,"DELMORE, LYNSEY MICHAELLA",LYNSEY DELMORE,(805) 503-9433,Unavailable,ARROYO GRANDE,CA,93420,SAN LUIS OBISPO,17,14,CLOSED,2020-11-30,2023-11-07,5252025,UNAVAILABLE,"UNAVAILABLE, ARROYO GRANDE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DELMORE, LYNSEY MICHAELLA",2020.0,2023.0,https://www.google.com/maps/search/Unavailable%2C%20ARROYO%20GRANDE%2C%20CA
family_child_care_homes,376629036,"DELOS SANTOS, AUREA FAMILY CHILD CARE","DELOS SANTOS, AUREA",AUREA DELOS SANTOS,(619) 335-0726,Unavailable,SAN DIEGO,CA,92114,SAN DIEGO,20,14,LICENSED,2021-01-15,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DELOS SANTOS, AUREA",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
family_child_care_homes,376629355,"DELVA, MARADONA FAMILY CHILD CARE","DELVA, MARADONA",MARADONA DELVA,(619) 484-6883,Unavailable,SAN DIEGO,CA,92139,SAN DIEGO,20,14,LICENSED,2022-07-06,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DELVA, MARADONA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
family_child_care_homes,214005627,"DEMSKI, AUDREY N.","DEMSKI, AUDREY N.","DEMSKI, AUDREY N.",(415) 246-8732,Unavailable,KENTFIELD,CA,94904,MARIN,5,14,LICENSED,2022-09-19,,5252025,UNAVAILABLE,"UNAVAILABLE, KENTFIELD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DEMSKI, AUDREY N.",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20KENTFIELD%2C%20CA
family_child_care_homes,15700348,"DENG, SUHONG","DENG, SUHONG","DENG, SUHONG",(415) 728-1896,Unavailable,CASTRO VALLEY,CA,94546,ALAMEDA,52,14,LICENSED,2022-04-25,,5252025,UNAVAILABLE,"UNAVAILABLE, CASTRO VALLEY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DENG, SUHONG",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20CASTRO%20VALLEY%2C%20CA
family_child_care_homes,493009904,"DENNIN, BERNADETTE FCCH","DENNIN, BERNADETTE","DENNIN, BERNADETTE",(707) 889-2033,Unavailable,SANTA ROSA,CA,95403,SONOMA,1,14,LICENSED,2020-05-18,,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA ROSA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DENNIN, BERNADETTE",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20ROSA%2C%20CA
family_child_care_homes,197494638,DENT-DRAKE FAMILY CHILD CARE,ERICA DENT-DRAKE,"DENT-DRAKE, ERICA N.",(310) 597-3646,Unavailable,HAWTHORNE,CA,90250,LOS ANGELES,30,14,CLOSED,2021-05-10,2024-12-23,5252025,UNAVAILABLE,"UNAVAILABLE, HAWTHORNE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,ERICA DENT-DRAKE,2021.0,2024.0,https://www.google.com/maps/search/Unavailable%2C%20HAWTHORNE%2C%20CA
family_child_care_homes,543911443,"DENTON URIBE, PATRICIA FAMILY CHILD CARE","DENTON URIBE, PATRICIA","DENTON URIBE, PATRICIA",(559) 723-7598,Unavailable,VISALIA,CA,93277,TULARE,57,14,LICENSED,2021-06-25,,5252025,UNAVAILABLE,"UNAVAILABLE, VISALIA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DENTON URIBE, PATRICIA",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20VISALIA%2C%20CA
family_child_care_homes,197494563,DERDZAKYAN FAMILY CHILD CARE,"DERDZAKYAN, AREVIK",AREVIK DERDZAKYAN,(323) 788-1969,Unavailable,NORTH HOLLYWOOD,CA,91605,LOS ANGELES,58,14,CLOSED,2020-05-13,2023-08-09,5252025,UNAVAILABLE,"UNAVAILABLE, NORTH HOLLYWOOD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DERDZAKYAN, AREVIK",2020.0,2023.0,https://www.google.com/maps/search/Unavailable%2C%20NORTH%20HOLLYWOOD%2C%20CA
family_child_care_homes,343623721,"DERIABINA, NATALIIA","DERIABINA, NATALIIA","DERIABINA, NATALIIA",(916) 792-6287,Unavailable,ORANGEVALE,CA,95662,SACRAMENTO,3,14,LICENSED,2020-09-28,,5252025,UNAVAILABLE,"UNAVAILABLE, ORANGEVALE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DERIABINA, NATALIIA",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20ORANGEVALE%2C%20CA
family_child_care_homes,376629274,"DESAUGUSTE, RONEL & LITHA FAMILY CHILD CARE","DESAUGUSTE, RONEL & LITHA",RONEL & LITHA D.,(619) 372-3487,Unavailable,SAN DIEGO,CA,92102,SAN DIEGO,20,14,LICENSED,2022-01-28,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DESAUGUSTE, RONEL & LITHA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
