facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date,address_normalized,full_address,fraud_score,fraud_flags,licensee_normalized,license_year,closed_year,months_operated
family_child_care_homes,434417290,"BAI, YAPING","BAI, YAPING","BAI, YAPING",(408) 476-7600,Unavailable,SUNNYVALE,CA,94086,SANTA CLARA,7,14,CLOSED,2022-09-21,2024-04-16,5252025,UNAVAILABLE,"UNAVAILABLE, SUNNYVALE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BAI, YAPING",2022.0,2024.0,19.1
family_child_care_homes,434416481,"BAI, YAPING","BAI, YAPING",YAPING BAI,(408) 476-7600,Unavailable,SUNNYVALE,CA,94086,SANTA CLARA,7,14,CLOSED,2021-06-17,2022-09-21,5252025,UNAVAILABLE,"UNAVAILABLE, SUNNYVALE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BAI, YAPING",2021.0,2022.0,15.4
family_child_care_homes,414004940,"BAKOUR, NAELA","BAKOUR, NAELA","BAKOUR, NAELA",(650) 303-6913,Unavailable,SAN CARLOS,CA,94070,SAN MATEO,5,14,CLOSED,2022-09-21,2023-08-17,5252025,UNAVAILABLE,"UNAVAILABLE, SAN CARLOS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BAKOUR, NAELA",2022.0,2023.0,11.0
family_child_care_homes,426216493,BARAJAS GONZALEZ-SILVA FCC,"BARAJAS,JESSICA&GONZALEZ-SILVA MARIO","JESSICA BARAJAS, MARIO GON",(805) 406-2775,Unavailable,SANTA MARIA,CA,93455,SANTA BARBARA,17,14,CLOSED,2022-12-28,2024-05-22,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BARAJAS,JESSICA&GONZALEZ-SILVA MARIO",2022.0,2024.0,17.0
family_child_care_homes,376629460,"BARRAGAN, JOHANNA FAMILY CHILD CARE","BARRAGAN, JOHANNA",JOHANNA BARRAGAN,(619) 829-7072,Unavailable,SAN DIEGO,CA,92154,SAN DIEGO,20,14,CLOSED,2022-12-08,2024-06-14,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BARRAGAN, JOHANNA",2022.0,2024.0,18.5
family_child_care_homes,197494359,BARRERA FAMILY CHILD CARE,NATALJA BARRERA,"BARRERA, NATALJA",(310) 776-2086,Unavailable,LOS ANGELES,CA,90066,LOS ANGELES,30,12,CLOSED,2020-01-10,2020-09-01,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,NATALJA BARRERA,2020.0,2020.0,7.8
family_child_care_homes,45408277,"BARRON, KELLY FAMILY CHILD CARE HOME","BARRON, KELLY","BARRON, KELLY",(916) 606-1487,Unavailable,OROVILLE,CA,95965,BUTTE,13,14,CLOSED,2023-05-11,2024-08-16,5252025,UNAVAILABLE,"UNAVAILABLE, OROVILLE",2,DUPLICATE_ADDRESS; ,"BARRON, KELLY",2023.0,2024.0,15.4
family_child_care_homes,434415934,"BAUTISTA, GLORIA","BAUTISTA, GLORIA",GLORIA BAUTISTA,(925) 665-9115,Unavailable,CUPERTINO,CA,95014,SANTA CLARA,7,14,CLOSED,2020-05-06,2021-02-17,5252025,UNAVAILABLE,"UNAVAILABLE, CUPERTINO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BAUTISTA, GLORIA",2020.0,2021.0,9.6
family_child_care_homes,376100706,"BELLOFATTO, ELIZABETH FAMILY CHILD CARE","BELLOFATTO, ELIZABETH",ELIZABETH BELLOFATTO,(858) 228-6994,Unavailable,SAN DIEGO,CA,92117,SAN DIEGO,51,14,CLOSED,2021-04-07,2022-02-10,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BELLOFATTO, ELIZABETH",2021.0,2022.0,10.3
family_child_care_homes,574500279,"BENSON, ROBYN","BENSON, ROBYN",ROBYN BENSON,(530) 304-8490,Unavailable,WINTERS,CA,95694,YOLO,53,14,CLOSED,2020-08-10,2022-04-19,5252025,UNAVAILABLE,"UNAVAILABLE, WINTERS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BENSON, ROBYN",2020.0,2022.0,20.6
family_child_care_homes,334846089,BENTLEY FAMILY CHILD CARE,"BENTLEY, SUMMER","BENTLEY, SUMMER",(714) 651-9833,Unavailable,CORONA,CA,92881,RIVERSIDE,9,14,CLOSED,2021-08-13,2022-05-12,5252025,UNAVAILABLE,"UNAVAILABLE, CORONA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BENTLEY, SUMMER",2021.0,2022.0,9.1
family_child_care_homes,376628644,"BERMUDEZ, ERIKA FAMILY CHILD CARE","BERMUDEZ, ERIKA",ERIKA BERMUDEZ,(619) 587-4131,Unavailable,CHULA VISTA,CA,91913,SAN DIEGO,20,14,CLOSED,2020-06-30,2020-12-23,5252025,UNAVAILABLE,"UNAVAILABLE, CHULA VISTA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BERMUDEZ, ERIKA",2020.0,2020.0,5.9
family_child_care_homes,435700380,"BINARELLI, ROBERTA",ROBERTA BINARELLI,ROBERTA BINARELLI,(510) 325-2516,Unavailable,LOS ALTOS,CA,94024,SANTA CLARA,52,14,CLOSED,2023-05-31,2024-11-04,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ALTOS",2,DUPLICATE_ADDRESS; ,ROBERTA BINARELLI,2023.0,2024.0,17.4
family_child_care_homes,434416718,"BISHOP, RIEM","BISHOP, RIEM","BISHOP, RIEM",(408) 394-2345,Unavailable,CUPERTINO,CA,95014,SANTA CLARA,7,14,CLOSED,2021-04-21,2023-02-27,5252025,UNAVAILABLE,"UNAVAILABLE, CUPERTINO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BISHOP, RIEM",2021.0,2023.0,22.6
family_child_care_homes,367700235,BONNER FAMILY CHILD CARE,"ERIKKA BONNER, ANTUAN ALEX","ERIKKA BONNER, ANTUAN ALEX",(951) 489-2236,Unavailable,VICTORVILLE,CA,92392,SAN BERNARDINO,12,14,CLOSED,2021-11-30,2023-03-07,5252025,UNAVAILABLE,"UNAVAILABLE, VICTORVILLE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"ERIKKA BONNER, ANTUAN ALEX",2021.0,2023.0,15.4
family_child_care_homes,304314219,"BOSHRA, REHAM","BOSHRA, REHAM","BOSHRA, REHAM",(714) 365-2100,Unavailable,HUNTINGTON BEACH,CA,92646,ORANGE,6,14,CLOSED,2023-09-22,2025-01-13,5252025,UNAVAILABLE,"UNAVAILABLE, HUNTINGTON BEACH",2,DUPLICATE_ADDRESS; ,"BOSHRA, REHAM",2023.0,2025.0,16.0
family_child_care_homes,197700561,BOYAJYAN FAMILY CHILD CARE,MARIAM BOYAJYAN,MARIAM BOYAJYAN,(818) 915-4564,Unavailable,MISSION HILLS,CA,91345,LOS ANGELES,12,14,CLOSED,2022-04-06,2023-11-01,5252025,UNAVAILABLE,"UNAVAILABLE, MISSION HILLS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,MARIAM BOYAJYAN,2022.0,2023.0,19.1
family_child_care_homes,426216476,BROWN FAMILY CHILD CARE,"BROWN, MELISSA",MELISSA SMITH,(805) 268-8500,Unavailable,SANTA MARIA,CA,93455,SANTA BARBARA,17,14,CLOSED,2022-11-09,2024-03-27,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BROWN, MELISSA",2022.0,2024.0,16.8
family_child_care_homes,455407928,"BROWN, ALESHA FAMILY CHILD CARE HOME","BROWN, ALESHA","BROWN, ALESHA",(707) 499-3172,Unavailable,REDDING,CA,96003,SHASTA,13,14,CLOSED,2021-06-29,2022-06-13,5252025,UNAVAILABLE,"UNAVAILABLE, REDDING",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BROWN, ALESHA",2021.0,2022.0,11.6
family_child_care_homes,336300967,BRYANT FAMILY CHILD CARE,"BRYANT,MARY","BRYANT,MARY",(424) 703-8886,Unavailable,PERRIS,CA,92571,RIVERSIDE,10,14,CLOSED,2024-03-13,2025-02-18,5252025,UNAVAILABLE,"UNAVAILABLE, PERRIS",2,DUPLICATE_ADDRESS; ,"BRYANT,MARY",2024.0,2025.0,11.4
family_child_care_homes,364846505,BUBELLO FAMILY CHILD CARE,"BUBELLO, BARBARA","BUBELLO, BARBARA",(909) 549-4594,Unavailable,BLOOMINGTON,CA,92316,SAN BERNARDINO,9,14,CLOSED,2023-12-29,2024-10-18,5252025,UNAVAILABLE,"UNAVAILABLE, BLOOMINGTON",2,DUPLICATE_ADDRESS; ,"BUBELLO, BARBARA",2023.0,2024.0,9.8
family_child_care_homes,197494997,BUBENNOVA FAMILY CHILD CARE,ANZHELA BUBENNOVA,ANZHELA BUBENNOVA,(818) 385-7058,Unavailable,WEST HILLS,CA,91307,LOS ANGELES,58,14,CLOSED,2022-05-12,2023-09-05,5252025,UNAVAILABLE,"UNAVAILABLE, WEST HILLS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,ANZHELA BUBENNOVA,2022.0,2023.0,16.0
family_child_care_homes,426216659,BUENROSTRO FAMILY CHILD CARE,AMALIA BUENROSTRO,AMALIA BUENROSTRO,(928) 710-0767,Unavailable,SANTA MARIA,CA,93454,SANTA BARBARA,17,14,CLOSED,2023-08-10,2023-10-18,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",2,DUPLICATE_ADDRESS; ,AMALIA BUENROSTRO,2023.0,2023.0,2.3
family_child_care_homes,376100864,"BUENROSTRO, JANET FAMILY CHILD CARE","BUENROSTRO, JANET",JANET BUENROSTRO,(619) 872-8737,Unavailable,SAN DIEGO,CA,92111,SAN DIEGO,51,14,CLOSED,2021-10-12,2023-08-19,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BUENROSTRO, JANET",2021.0,2023.0,22.5
family_child_care_homes,367700227,BUNN FAMILY CHILD CARE,MELANIE BUNN,MELANIE BUNN,(760) 418-5133,Unavailable,YUCCA VALLEY,CA,92284,SAN BERNARDINO,12,14,CLOSED,2021-12-01,2022-04-25,5252025,UNAVAILABLE,"UNAVAILABLE, YUCCA VALLEY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,MELANIE BUNN,2021.0,2022.0,4.8
family_child_care_homes,406216255,BURTON FCC AKA MOUNTAIN MOVERS CHILD CARE,"BURTON, CLARE",CLARE BURTON,(518) 932-5738,Unavailable,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,17,14,CLOSED,2022-03-18,2024-01-13,5252025,UNAVAILABLE,"UNAVAILABLE, SAN LUIS OBISPO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BURTON, CLARE",2022.0,2024.0,22.2
family_child_care_homes,336300392,CABAONG FAMILY CHILD CARE,"CABAONG, ATLANTIS","CABAONG, ATLANTIS",(951) 973-1105,Unavailable,MURRIETA,CA,92563,RIVERSIDE,10,14,CLOSED,2021-09-27,2022-11-18,5252025,UNAVAILABLE,"UNAVAILABLE, MURRIETA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"CABAONG, ATLANTIS",2021.0,2022.0,13.9
family_child_care_homes,344500371,"CAIN, AJONAE","CAIN, AJONAE","CAIN, AJONAE",(951) 489-9422,Unavailable,ELK GROVE,CA,95758,SACRAMENTO,53,14,CLOSED,2021-03-05,2022-12-09,5252025,UNAVAILABLE,"UNAVAILABLE, ELK GROVE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"CAIN, AJONAE",2021.0,2022.0,21.5
family_child_care_homes,198020754,CAMARENA FAMILY CHILD CARE,MIRNA CAMARENA,MIRNA CAMARENA,(323) 394-0945,Unavailable,LOS ANGELES,CA,90065,LOS ANGELES,33,14,CLOSED,2021-12-23,2023-01-03,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,MIRNA CAMARENA,2021.0,2023.0,12.5
family_child_care_homes,165620151,"CAMPBELL, ASHLEY FAMILY CHILD CARE","CAMPBELL, ASHLEY","CAMPBELL, ASHLEY",(903) 930-0861,Unavailable,HANFORD,CA,93230,KINGS,57,14,CLOSED,2023-06-09,2024-05-01,5252025,UNAVAILABLE,"UNAVAILABLE, HANFORD",2,DUPLICATE_ADDRESS; ,"CAMPBELL, ASHLEY",2023.0,2024.0,10.9
family_child_care_homes,435700326,"CAMPERO, LUIS & LOPEZ KARLA",LUIS CAMPERO & KARLA LOPEZ,"CAMPERO, LUIS",(650) 537-8064,Unavailable,PALO ALTO,CA,94303,SANTA CLARA,52,14,CLOSED,2021-02-04,2022-10-10,5252025,UNAVAILABLE,"UNAVAILABLE, PALO ALTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,LUIS CAMPERO & KARLA LOPEZ,2021.0,2022.0,20.4
family_child_care_homes,455407761,"CARBIN, KRIS FAMILY CHILD CARE HOME","CARBIN, KRIS","CARBIN, KRIS",(530) 710-7508,Unavailable,REDDING,CA,96002,SHASTA,13,14,CLOSED,2020-07-10,2022-01-03,5252025,UNAVAILABLE,"UNAVAILABLE, REDDING",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"CARBIN, KRIS",2020.0,2022.0,18.1
family_child_care_homes,455408319,"CARBIN, KRISTINA FAMILY CHILD CARE HOME","CARBIN, KRISTINA","CARBIN, KRISTINA",(530) 710-7508,Unavailable,REDDING,CA,96002,SHASTA,13,14,CLOSED,2023-07-17,2024-04-22,5252025,UNAVAILABLE,"UNAVAILABLE, REDDING",2,DUPLICATE_ADDRESS; ,"CARBIN, KRISTINA",2023.0,2024.0,9.3
family_child_care_homes,426217010,CASTILLO FAMILY CHILD CARE,"CASTILLO, MARIA",MARIA CASTILLO,(805) 345-7209,Unavailable,SANTA MARIA,CA,93455,SANTA BARBARA,17,14,CLOSED,2024-05-31,2025-03-12,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"CASTILLO, MARIA",2024.0,2025.0,9.5
family_child_care_homes,426216415,CASTILLO FAMILY CHILD CARE,"CASTILLO, MARIA",MARIA CASTILLO,(805) 345-7209,Unavailable,SANTA MARIA,CA,93454,SANTA BARBARA,17,14,CLOSED,2022-09-19,2024-05-31,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,"CASTILLO, MARIA",2022.0,2024.0,20.7
family_child_care_homes,197495103,CASTILLO FAMILY CHILD CARE,IRMA CASTILLO,IRMA CASTILLO,(818) 841-0852,Unavailable,BURBANK,CA,91505,LOS ANGELES,58,12,CLOSED,2022-05-06,2023-10-14,5252025,UNAVAILABLE,"UNAVAILABLE, BURBANK",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,IRMA CASTILLO,2022.0,2023.0,17.5
family_child_care_homes,426216147,CASTILLO FCC AKA DAY CARE AT GRANDMA'S,"CASTILLO, IRMA",IRMA CASTILLO,(805) 720-4344,Unavailable,SANTA MARIA,CA,93458,SANTA BARBARA,17,14,CLOSED,2021-07-14,2023-06-02,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"CASTILLO, IRMA",2021.0,2023.0,22.9
family_child_care_homes,198400706,CASTRO FAMILY CHILD CARE,"CASTRO, FATIMA","CASTRO, FATIMA",(562) 346-6037,Unavailable,LONG BEACH,CA,90805,LOS ANGELES,54,14,CLOSED,2023-05-01,2024-03-12,5252025,UNAVAILABLE,"UNAVAILABLE, LONG BEACH",2,DUPLICATE_ADDRESS; ,"CASTRO, FATIMA",2023.0,2024.0,10.5
family_child_care_homes,336300142,CATLETT FAMILY CHILD CARE,"CATLETT,KELLY","CATLETT,KELLY",(951) 852-5447,Unavailable,MURRIETA,CA,92562,RIVERSIDE,10,14,CLOSED,2020-07-17,2021-10-29,5252025,UNAVAILABLE,"UNAVAILABLE, MURRIETA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"CATLETT,KELLY",2020.0,2021.0,15.6
family_child_care_homes,367700269,CERON FAMILY CHILD CARE,JULIA CERON,JULIA CERON,(818) 339-5858,Unavailable,VICTORVILLE,CA,92392,SAN BERNARDINO,12,14,CLOSED,2022-08-09,2024-02-26,5252025,UNAVAILABLE,"UNAVAILABLE, VICTORVILLE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,JULIA CERON,2022.0,2024.0,18.9
family_child_care_homes,163911207,"CERVANTES, MAYRA FAMILY CHILD CARE",MAYRA CERVANTES,"CERVANTES, MAYRA",(559) 772-9576,Unavailable,HANFORD,CA,93230,KINGS,57,14,CLOSED,2020-03-05,2021-10-28,5252025,UNAVAILABLE,"UNAVAILABLE, HANFORD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,MAYRA CERVANTES,2020.0,2021.0,20.1
family_child_care_homes,394500589,"CHANDRA REDDY, SHIVANI","CHANDRA REDDY, SHIVANI",SHIVANI REDDY,(650) 315-4749,Unavailable,MANTECA,CA,95336,SAN JOAQUIN,53,14,CLOSED,2022-05-06,2024-03-21,5252025,UNAVAILABLE,"UNAVAILABLE, MANTECA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"CHANDRA REDDY, SHIVANI",2022.0,2024.0,22.8
family_child_care_homes,197495382,CHASE FAMILY CHILD CARE,BELINDA CHASE,BELINDA CHASE,(310) 256-8753,Unavailable,HAWTHORNE,CA,90250,LOS ANGELES,30,14,CLOSED,2024-06-17,2025-02-10,5252025,UNAVAILABLE,"UNAVAILABLE, HAWTHORNE",2,DUPLICATE_ADDRESS; ,BELINDA CHASE,2024.0,2025.0,7.9
family_child_care_homes,336300118,CHAVEZ FAMILY CHILD CARE,"CHAVEZ,BEATRIZ","CHAVEZ,BEATRIZ",(714) 514-9165,Unavailable,HEMET,CA,92545,RIVERSIDE,10,14,CLOSED,2020-04-20,2021-09-13,5252025,UNAVAILABLE,"UNAVAILABLE, HEMET",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"CHAVEZ,BEATRIZ",2020.0,2021.0,17.0
family_child_care_homes,434416292,"CHEN, AIHUA",AIHUA CHEN,AIHUA CHEN,(650) 304-5123,Unavailable,SANTA CLARA,CA,95051,SANTA CLARA,7,14,CLOSED,2021-01-20,2022-11-21,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA CLARA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,AIHUA CHEN,2021.0,2022.0,22.3
family_child_care_homes,13423582,"CHEN, SHIRLEY","CHEN, SHIRLEY","CHEN, SHIRLEY",(408) 202-4619,Unavailable,BERKELEY,CA,94703,ALAMEDA,2,14,CLOSED,2020-09-09,2022-04-04,5252025,UNAVAILABLE,"UNAVAILABLE, BERKELEY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"CHEN, SHIRLEY",2020.0,2022.0,19.1
family_child_care_homes,394501290,"CHERRY, STEPHANIE","CHERRY, STEPHANIE","CHERRY, STEPHANIE",(209) 938-7203,Unavailable,STOCKTON,CA,95212,SAN JOAQUIN,53,14,CLOSED,2024-12-04,2025-02-26,5252025,UNAVAILABLE,"UNAVAILABLE, STOCKTON",2,DUPLICATE_ADDRESS; ,"CHERRY, STEPHANIE",2024.0,2025.0,2.8
family_child_care_homes,274417634,"CONTRERAS, MARIA","CONTRERAS, MARIA",MARIA CONTRERAS,(831) 775-9052,Unavailable,SOLEDAD,CA,93960,MONTEREY,7,14,CLOSED,2023-05-23,2025-04-07,5252025,UNAVAILABLE,"UNAVAILABLE, SOLEDAD",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"CONTRERAS, MARIA",2023.0,2025.0,22.8
family_child_care_homes,354417600,"CONTRERAS, TERESA","CONTRERAS, TERESA",TERESA CONTRERAS,(831) 228-2164,Unavailable,HOLLISTER,CA,95023,SAN BENITO,7,14,CLOSED,2022-11-08,2024-09-26,5252025,UNAVAILABLE,"UNAVAILABLE, HOLLISTER",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"CONTRERAS, TERESA",2022.0,2024.0,22.9
family_child_care_homes,153911374,"COOKS, DEBORAH FAMILY CHILD CARE","COOKS, DEBORAH","COOKS, DEBORAH",(661) 246-8927,Unavailable,BAKERSFIELD,CA,93309,KERN,57,14,CLOSED,2020-10-16,2021-09-02,5252025,UNAVAILABLE,"UNAVAILABLE, BAKERSFIELD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"COOKS, DEBORAH",2020.0,2021.0,10.7
family_child_care_homes,503912299,"CORREA, BERENICE FAMILY CHILD CARE","CORREA, BERENICE","CORREA, BERENICE",(209) 497-7016,Unavailable,MODESTO,CA,95350,STANISLAUS,4,14,CLOSED,2024-03-29,2025-05-08,5252025,UNAVAILABLE,"UNAVAILABLE, MODESTO",2,DUPLICATE_ADDRESS; ,"CORREA, BERENICE",2024.0,2025.0,13.5
family_child_care_homes,376300532,CORTEZ FAMILY CHILD CARE,"CORTEZ, BRIANNA","CORTEZ, BRIANNA",(760) 715-9952,Unavailable,VISTA,CA,92081,SAN DIEGO,10,14,CLOSED,2022-05-10,2024-02-12,5252025,UNAVAILABLE,"UNAVAILABLE, VISTA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"CORTEZ, BRIANNA",2022.0,2024.0,21.4
family_child_care_homes,566215347,CURTIS FAMILY CHILD CARE,"CURTIS, CHERYL M.",CHERYL M. CURTIS,(805) 368-0251,Unavailable,THOUSAND OAKS,CA,91360,VENTURA,17,14,CLOSED,2020-05-13,2021-01-14,5252025,UNAVAILABLE,"UNAVAILABLE, THOUSAND OAKS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"CURTIS, CHERYL M.",2020.0,2021.0,8.2
family_child_care_homes,73409342,"DA COSTA, ADRIANA","DA COSTA, ADRIANA","DA COSTA, ADRIANA",(628) 888-4530,Unavailable,CONCORD,CA,94518,CONTRA COSTA,2,14,CLOSED,2022-11-28,2023-12-11,5252025,UNAVAILABLE,"UNAVAILABLE, CONCORD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DA COSTA, ADRIANA",2022.0,2023.0,12.6
family_child_care_homes,334846201,DAVIS FAMILY CHILD CARE,"DAVIS, SARAH","DAVIS, SARAH",(951) 386-9270,Unavailable,RIVERSIDE,CA,92508,RIVERSIDE,9,14,CLOSED,2022-05-11,2023-10-06,5252025,UNAVAILABLE,"UNAVAILABLE, RIVERSIDE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DAVIS, SARAH",2022.0,2023.0,17.1
family_child_care_homes,334846397,DE SILVA FAMILY CHILD CARE,"DE SILVA, JUANITA","DE SILVA, JUANITA",(714) 204-1339,Unavailable,CORONA,CA,92879,RIVERSIDE,9,14,CLOSED,2023-05-31,2023-10-06,5252025,UNAVAILABLE,"UNAVAILABLE, CORONA",2,DUPLICATE_ADDRESS; ,"DE SILVA, JUANITA",2023.0,2023.0,4.3
family_child_care_homes,197700770,DELANEY FAMILY CHILD CARE,YVONNE DELANEY,YVONNE DELANEY,(661) 488-5949,Unavailable,LANCASTER,CA,93534,LOS ANGELES,12,14,CLOSED,2023-12-20,2024-12-01,5252025,UNAVAILABLE,"UNAVAILABLE, LANCASTER",2,DUPLICATE_ADDRESS; ,YVONNE DELANEY,2023.0,2024.0,11.6
family_child_care_homes,376101063,"DEVILLERES, TACY & DO, LONG FAMILY CHILD CARE","DEVILLERES, TACY & DO, LONG",TACY D. & LONG D.,(858) 531-9022,Unavailable,SAN DIEGO,CA,92123,SAN DIEGO,51,14,CLOSED,2022-04-26,2022-12-30,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DEVILLERES, TACY & DO, LONG",2022.0,2022.0,8.3
family_child_care_homes,394500863,"DHANDAPANI, SARANYADEVI","DHANDAPANI, SARANYADEVI","DHANDAPANI, SARANYADEVI",(510) 925-5570,Unavailable,LATHROP,CA,95330,SAN JOAQUIN,53,14,CLOSED,2023-05-22,2024-10-29,5252025,UNAVAILABLE,"UNAVAILABLE, LATHROP",2,DUPLICATE_ADDRESS; ,"DHANDAPANI, SARANYADEVI",2023.0,2024.0,17.5
family_child_care_homes,203911881,"DIBLER, KELSEY FAMILY CHILD CARE","DIBLER, KELSEY","DIBLER, KELSEY",(559) 223-4274,Unavailable,CHOWCHILLA,CA,93610,MADERA,4,14,CLOSED,2023-02-08,2024-06-18,5252025,UNAVAILABLE,"UNAVAILABLE, CHOWCHILLA",2,DUPLICATE_ADDRESS; ,"DIBLER, KELSEY",2023.0,2024.0,16.5
family_child_care_homes,198400675,DICKERSON FAMILY CHILD CARE,"DICKERSON, ANITA","DICKERSON, ANITA",(424) 200-8647,Unavailable,CARSON,CA,90746,LOS ANGELES,54,14,CLOSED,2022-11-01,2023-12-12,5252025,UNAVAILABLE,"UNAVAILABLE, CARSON",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DICKERSON, ANITA",2022.0,2023.0,13.5
family_child_care_homes,73409372,"DOBOUE, MARIE","DOBOUE, MARIE","DOBOUE, MARIE",(510) 228-2614,Unavailable,CONCORD,CA,94518,CONTRA COSTA,2,14,CLOSED,2023-01-23,2024-08-21,5252025,UNAVAILABLE,"UNAVAILABLE, CONCORD",2,DUPLICATE_ADDRESS; ,"DOBOUE, MARIE",2023.0,2024.0,19.2
family_child_care_homes,73409304,"DONG, XIN","DONG, XIN","DONG, XIN",(510) 779-4560,Unavailable,EL CERRITO,CA,94530,CONTRA COSTA,2,14,CLOSED,2022-07-08,2024-04-09,5252025,UNAVAILABLE,"UNAVAILABLE, EL CERRITO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DONG, XIN",2022.0,2024.0,21.4
family_child_care_homes,15700208,"DORN, DAVIDA","DORN, DAVIDA","DORN, DAVIDA",(510) 274-5241,Unavailable,HAYWARD,CA,94545,ALAMEDA,52,14,CLOSED,2021-03-02,2021-11-05,5252025,UNAVAILABLE,"UNAVAILABLE, HAYWARD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DORN, DAVIDA",2021.0,2021.0,8.3
family_child_care_homes,376101190,"DUQUE, CLAUDIA FAMILY CHILD CARE","DUQUE, CLAUDIA",CLAUDIA DUQUE,(858) 380-9102,Unavailable,SAN DIEGO,CA,92123,SAN DIEGO,51,14,CLOSED,2022-09-09,2024-05-17,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DUQUE, CLAUDIA",2022.0,2024.0,20.5
family_child_care_homes,293625848,"DURAND, LENEE",LENEE DURAND,"DURAND, LENEE",(530) 368-7520,Unavailable,GRASS VALLEY,CA,95945,NEVADA,3,14,CLOSED,2024-06-10,2025-04-08,5252025,UNAVAILABLE,"UNAVAILABLE, GRASS VALLEY",2,DUPLICATE_ADDRESS; ,LENEE DURAND,2024.0,2025.0,10.1
