facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date,address_normalized,full_address,fraud_score,fraud_flags,licensee_normalized
child_care_centers,197494317,FUTURE STARS ACADEMY,OCEAN-SKY,SARA POAGE,(323) 449-2036,4946 W. 20TH STREET,LOS ANGELES,CA,90016,LOS ANGELES,58,8,LICENSED,2/28/2020,,5252025,4946 W 20TH STREET,"4946 W 20TH STREET, LOS ANGELES",2,DUPLICATE_ADDRESS; ,OCEAN-SKY
child_care_centers,343624287,FUTURE THINKERS PRESCHOOL AND CHILDCARE,"SINGH, KANEESHA",GEETA SINGH,(916) 490-1219,1850 DEL PASO ROAD SUITE #1,SACRAMENTO,CA,95834,SACRAMENTO,3,16,LICENSED,9/6/2022,,5252025,1850 DEL PASO ROAD SUITE #1,"1850 DEL PASO ROAD SUITE #1, SACRAMENTO",0,,"SINGH, KANEESHA"
child_care_centers,434416373,GALVAN PARK INFANT CENTER,"GO KIDS, INC",MITSY NAVARRO,(408) 779-6553,17666 CREST AVENUE,MORGAN HILL,CA,95037,SANTA CLARA,7,12,CLOSED,8/20/2019,6/3/2020,5252025,17666 CREST AVENUE,"17666 CREST AVENUE, MORGAN HILL",1,HIGH_VOLUME_LICENSEE; ,"GO KIDS, INC"
child_care_centers,198020862,GARVEY SCHOOL DISTRICT/WILLIAMS EARLY HEAD START,GARVEY SCHOOL DISTRICT,ROSA GUERRA,(626) 307-3396,2444 DEL MAR AVE,ROSEMEAD,CA,91770,LOS ANGELES,33,32,CLOSED,,10/20/2021,5252025,2444 DEL MAR AVE,"2444 DEL MAR AVE, ROSEMEAD",1,HIGH_VOLUME_LICENSEE; ,GARVEY SCHOOL DISTRICT
child_care_centers,414001720,GATEWAY CHILD CARE CENTER - INFANT,YMCA OF SAN FRANCISCO,JIANNA FONTANILLA,(650) 873-8145,559 GATEWAY BOULEVARD,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,5,36,LICENSED,7/21/2004,,5252025,559 GATEWAY BOULEVARD,"559 GATEWAY BOULEVARD, SOUTH SAN FRANCISCO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,YMCA OF SAN FRANCISCO
child_care_centers,198016263,GATEWAY MONTESSORI AND PRESCHOOL OF SAN DIMAS,GATEWAY MONTESSORI AND PRESCHOOL OF SAN DIMAS,CHARMAINE MANAGE,(909) 592-7700,516 E. BONITA AVENUE,SAN DIMAS,CA,91773,LOS ANGELES,33,17,LICENSED,6/20/2011,,5252025,516 E BONITA AVENUE,"516 E BONITA AVENUE, SAN DIMAS",2,DUPLICATE_ADDRESS; ,GATEWAY MONTESSORI AND PRESCHOOL OF SAN DIMAS
child_care_centers,198015527,GATEWAY MONTESSORI & PRESCHOOL,CHARMAINE MANAGE,CHARMAINE MANAGE,(626) 332-4453,4730 N. GRAND AVENUE,COVINA,CA,91724,LOS ANGELES,33,8,LICENSED,6/16/2010,,5252025,4730 N GRAND AVENUE,"4730 N GRAND AVENUE, COVINA",0,,CHARMAINE MANAGE
child_care_centers,414002368,GENENTECH 2ND GENERATION @ ALLERTON,"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",CAITLIN SPADARELLA,(650) 225-3666,444 ALLERTON AVENUE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,5,199,LICENSED,8/29/2008,,5252025,444 ALLERTON AVENUE,"444 ALLERTON AVENUE, SOUTH SAN FRANCISCO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC"
child_care_centers,343622469,GENIUS KIDS,"DP KIDS CARE, INC.",VANESSA GARCIA,(916) 363-2800,2740 LA LOMA DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,38,CLOSED,5/24/2018,7/28/2023,5252025,2740 LA LOMA DRIVE,"2740 LA LOMA DRIVE, RANCHO CORDOVA",2,DUPLICATE_ADDRESS; ,"DP KIDS CARE, INC."
child_care_centers,15700572,GENIUS KIDS,"MISSION KIDS ACADEMY, INC.","SUBBARAYALU, GOWTHAMAN",(408) 401-8171,4168 TECHNOLOGY DRIVE,FREMONT,CA,94538,ALAMEDA,52,23,LICENSED,7/6/2022,,5252025,4168 TECHNOLOGY DRIVE,"4168 TECHNOLOGY DRIVE, FREMONT",0,,"MISSION KIDS ACADEMY, INC."
child_care_centers,13422488,GENIUS KIDS,"GENIUS KIDS, INC.","KANASHIRO, BARBARA",(510) 797-2511,34141 FREMONT BLVD,FREMONT,CA,94555,ALAMEDA,52,25,CLOSED,12/7/2017,9/23/2020,5252025,34141 FREMONT BLVD,"34141 FREMONT BLVD, FREMONT",1,HIGH_VOLUME_LICENSEE; ,"GENIUS KIDS, INC."
child_care_centers,343624432,GENIUS KIDS-ELK GROVE FLORIN ROAD CAMPUS(INF),"GENIUS KIDS, INC.","DHILLON, RENNU",(510) 364-4033,8065 ELK GROVE FLORIN RD #160,SACRAMENTO,CA,95829,SACRAMENTO,3,12,LICENSED,9/28/2022,,5252025,8065 ELK GROVE FLORIN RD #160,"8065 ELK GROVE FLORIN RD #160, SACRAMENTO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"GENIUS KIDS, INC."
child_care_centers,15700604,GENIUS KIDS - PERALTA CAMPUS,"GENIUS KIDS, INC.","CORONADO, SYLVIA",(510) 304-1369,2220 PERALTA BLVD.,FREMONT,CA,94536,ALAMEDA,52,30,LICENSED,10/5/2023,,5252025,2220 PERALTA BLVD,"2220 PERALTA BLVD, FREMONT",1,HIGH_VOLUME_LICENSEE; ,"GENIUS KIDS, INC."
child_care_centers,343625084,GENIUS KIDS INFANT,LITTLE CHAMPS LLC,"SADISHKUMAR, KOTHAI",(925) 998-0385,2740 LA LOMA DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,38,CLOSED,7/28/2023,7/1/2024,5252025,2740 LA LOMA DRIVE,"2740 LA LOMA DRIVE, RANCHO CORDOVA",2,DUPLICATE_ADDRESS; ,LITTLE CHAMPS LLC
child_care_centers,414004884,GENIUS LEARNING INFANT,ELITE INTERNATIONAL SCHOOL LLC,BONNIE LI,(650) 678-3638,3080 LA SELVA STREET,SAN MATEO,CA,94403,SAN MATEO,5,20,LICENSED,4/25/2022,,5252025,3080 LA SELVA STREET,"3080 LA SELVA STREET, SAN MATEO",2,DUPLICATE_ADDRESS; ,ELITE INTERNATIONAL SCHOOL LLC
child_care_centers,73405038,GEORGE MILLER CENTER - CONCORD,CONTRA COSTA ARC,CHRISTINE SEDLACK-ROTTGER,(925) 646-5710,3020 GRANT STREET,CONCORD,CA,94520,CONTRA COSTA,2,74,LICENSED,7/5/2006,,5252025,3020 GRANT STREET,"3020 GRANT STREET, CONCORD",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,CONTRA COSTA ARC
child_care_centers,73405602,GEORGE MILLER CENTER - RICHMOND,CONTRA COSTA ARC,CHRISTINE SEDLACK-ROTTGER,(510) 374-3981,2801 ROBERT MILLER DRIVE,RICHMOND,CA,94806,CONTRA COSTA,2,40,LICENSED,7/17/2006,,5252025,2801 ROBERT MILLER DRIVE,"2801 ROBERT MILLER DRIVE, RICHMOND",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,CONTRA COSTA ARC
child_care_centers,214005488,GOLDEN POPPY PRESCHOOL & INFANT CENTER,"LEAPS AND BOUNDS, LLC","BROWN, KELLY",(415) 924-2828,50 EL CAMINO DR,CORTE MADERA,CA,94925,MARIN,5,52,LICENSED,5/1/2019,,5252025,50 EL CAMINO DR,"50 EL CAMINO DR, CORTE MADERA",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LEAPS AND BOUNDS, LLC"
child_care_centers,434400287,GOOD SAMARITAN ED. & ENRICHMENT PROGRAMS,GOOD SAMARITAN UNITED METHODIST CHURCH,"CORIA, GUADALUPE",(408) 996-8290,19624 HOMESTEAD ROAD,CUPERTINO,CA,95014,SANTA CLARA,7,24,LICENSED,12/3/1996,,5252025,19624 HOMESTEAD ROAD,"19624 HOMESTEAD ROAD, CUPERTINO",2,DUPLICATE_ADDRESS; ,GOOD SAMARITAN UNITED METHODIST CHURCH
child_care_centers,376701424,GOOD SHEPHERD CATHOLIC SCHOOL,ROMAN CATHOLIC BISHOP OF SAN DIEGO,LADONNA LAMBERT,(858) 693-1522,8180 GOLD COAST DRIVE,SAN DIEGO,CA,92126,SAN DIEGO,51,19,LICENSED,9/9/2019,,5252025,8180 GOLD COAST DRIVE,"8180 GOLD COAST DRIVE, SAN DIEGO",2,DUPLICATE_ADDRESS; ,ROMAN CATHOLIC BISHOP OF SAN DIEGO
child_care_centers,434410588,GOOGLE CHILDREN'S CENTER: THE FIELDS,GOOGLE INC.,A. LANGNER/ M. GRAVES,(650) 214-9408,1605 SAN LUIS AVENUE,MOUNTAIN VIEW,CA,94043,SANTA CLARA,52,28,CLOSED,8/15/2008,8/6/2024,5252025,1605 SAN LUIS AVENUE,"1605 SAN LUIS AVENUE, MOUNTAIN VIEW",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,GOOGLE INC.
child_care_centers,434415577,GOOMER ACADEMY,GOOMER LLC,KIEU NGUYEN,(408) 776-9000,16560 MONTEREY ROAD,MORGAN HILL,CA,95037,SANTA CLARA,7,16,CLOSED,9/11/2019,12/5/2022,5252025,16560 MONTEREY ROAD,"16560 MONTEREY ROAD, MORGAN HILL",2,DUPLICATE_ADDRESS; ,GOOMER LLC
child_care_centers,380504016,GRACE INFANT CARE CENTER,GRACE EVANGELICAL LUTHERAN CHURCH,"RYAN, PAMELA A.",(415) 681-6606,3201 ULLOA STREET,SAN FRANCISCO,CA,94116,SAN FRANCISCO,5,15,CLOSED,6/2/1983,3/31/2022,5252025,3201 ULLOA STREET,"3201 ULLOA STREET, SAN FRANCISCO",0,,GRACE EVANGELICAL LUTHERAN CHURCH
child_care_centers,198018207,GRACE LUTHERAN CHURCH INFANT CARE CENTER,GRACE LUTHERAN CHURCH,CERISE WILLS,(626) 967-5855,17880 E. COVINA BLVD,COVINA,CA,91722,LOS ANGELES,33,16,LICENSED,3/23/2015,,5252025,17880 E COVINA BLVD,"17880 E COVINA BLVD, COVINA",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,GRACE LUTHERAN CHURCH
child_care_centers,304371485,GREAT FOUNDATIONS MONTESSORI-TUSTIN,"LA PETITE ACADEMY, INC.","HOPE-KING, SHERLETT",(714) 389-2460,15140 KENSINGTON PARK DRIVE,TUSTIN,CA,92780,ORANGE,6,8,LICENSED,5/7/2021,,5252025,15140 KENSINGTON PARK DRIVE,"15140 KENSINGTON PARK DRIVE, TUSTIN",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LA PETITE ACADEMY, INC."
child_care_centers,566207653,GREAT PACIFIC CHILD DEVELOPMENT CENTER,"GREAT PACIFIC CHILD DEVELOPMENT CENTER, INC.",JESSICA DERBY,(805) 507-8335,259 WEST SANTA CLARA # 280,VENTURA,CA,93001,VENTURA,17,48,LICENSED,6/6/2001,,5252025,259 WEST SANTA CLARA # 280,"259 WEST SANTA CLARA # 280, VENTURA",0,,"GREAT PACIFIC CHILD DEVELOPMENT CENTER, INC."
child_care_centers,426213395,GROWING BABIES,"GROWING BABIES, LLC",HEATHER ROBBINS,(805) 967-8318,487 NORTH TURNPIKE ROAD,SANTA BARBARA,CA,93111,SANTA BARBARA,17,4,CLOSED,8/2/2010,10/8/2020,5252025,487 NORTH TURNPIKE ROAD,"487 NORTH TURNPIKE ROAD, SANTA BARBARA",2,DUPLICATE_ADDRESS; ,"GROWING BABIES, LLC"
child_care_centers,313620580,GROWING BRILLIANT FOLSOM,"GROWING BRILLIANT VENTURES, LLC","HARRIS (HAMILTON),BRITTANY",(916) 984-3800,101 HAZELMERE DRIVE,FOLSOM,CA,95630,PLACER,3,36,CLOSED,8/18/2015,3/9/2022,5252025,101 HAZELMERE DRIVE,"101 HAZELMERE DRIVE, FOLSOM",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"GROWING BRILLIANT VENTURES, LLC"
child_care_centers,343621904,GROWING BRILLIANT NATOMAS,"GROWING BRILLIANT VENTURES, LLC",BEVERLY SCOTT,(916) 941-5304,2040 CLUB CENTER DRIVE,SACRAMENTO,CA,95835,SACRAMENTO,3,24,CLOSED,7/6/2017,3/1/2022,5252025,2040 CLUB CENTER DRIVE,"2040 CLUB CENTER DRIVE, SACRAMENTO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"GROWING BRILLIANT VENTURES, LLC"
child_care_centers,313620529,GROWING BRILLIANT PRESCHOOL ACADEMY (INF),"GROWING BRILLIANT VENTURES, LLC",ERICA LARKIN,(916) 749-4325,1622 SIERRA GARDENS DRIVE,ROSEVILLE,CA,95661,PLACER,3,24,CLOSED,6/29/2015,3/1/2022,5252025,1622 SIERRA GARDENS DRIVE,"1622 SIERRA GARDENS DRIVE, ROSEVILLE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"GROWING BRILLIANT VENTURES, LLC"
child_care_centers,313623208,GROWING BRILLIANT PRESCHOOL (INF),"GROWING BRILLIANT VENTURES, LLC",NAVNEET BARING,(916) 879-0292,8544 AUBURN FOLSOM RD,GRANITE BAY,CA,95746,PLACER,3,32,CLOSED,9/18/2019,3/1/2022,5252025,8544 AUBURN FOLSOM RD,"8544 AUBURN FOLSOM RD, GRANITE BAY",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"GROWING BRILLIANT VENTURES, LLC"
child_care_centers,483009497,GROWING HEARTS CHILDCARE CENTER-INFANT,"BOWERS, PENNY","BOWERS, PENNY",(707) 399-8112,"1955 WEST TEXAS ST., STE 17",FAIRFIELD,CA,94533,SOLANO,1,20,CLOSED,1/17/2018,7/22/2022,5252025,1955 WEST TEXAS ST STE 17,"1955 WEST TEXAS ST STE 17, FAIRFIELD",1,HIGH_VOLUME_LICENSEE; ,"BOWERS, PENNY"
child_care_centers,334800085,"GROWING PLACE, TOO, THE","SPERAW, THEODORA","SPERAW, THEODORA",(951) 686-8134,4259 JURUPA AVENUE,RIVERSIDE,CA,92506,RIVERSIDE,9,53,CLOSED,2/23/1994,4/3/2024,5252025,4259 JURUPA AVENUE,"4259 JURUPA AVENUE, RIVERSIDE",2,DUPLICATE_ADDRESS; ,"SPERAW, THEODORA"
child_care_centers,376701320,GUHSD CHILD DEVELOPMENT CENTER,GUHSD CHILD DEVELOPMENT CENTER,ISABELLA SEBASTIANI,(619) 668-6099,1100 MURRAY DRIVE,EL CAJON,CA,92020,SAN DIEGO,51,18,LICENSED,9/19/2017,3/5/2025,5252025,1100 MURRAY DRIVE,"1100 MURRAY DRIVE, EL CAJON",2,DUPLICATE_ADDRESS; ,GUHSD CHILD DEVELOPMENT CENTER
child_care_centers,343623399,GUIDEPOST MONTESSORI AT FOLSOM,GUIDEPOST A LLC,KIANA KOMENTANI,(916) 836-8899,777 LEVY ROAD,FOLSOM,CA,95630,SACRAMENTO,3,18,LICENSED,12/24/2019,,5252025,777 LEVY ROAD,"777 LEVY ROAD, FOLSOM",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,GUIDEPOST A LLC
child_care_centers,214005605,GUIDEPOST MONTESSORI AT MILL VALLEY,GUIDEPOST A LLC,"MILLER, ILSA",(949) 354-2259,40 RIDGE AVENUE,MILL VALLEY,CA,94941,MARIN,5,9,CLOSED,1/18/2022,7/15/2022,5252025,40 RIDGE AVENUE,"40 RIDGE AVENUE, MILL VALLEY",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,GUIDEPOST A LLC
child_care_centers,214005505,GUIDEPOST MONTESSORI AT MILL VALLEY (INF),GUIDEPOST A LLC,"RIVERA, KIRA",(949) 354-2259,270 MILLER AVE,MILL VALLEY,CA,94941,MARIN,5,21,LICENSED,10/4/2019,3/30/2023,5252025,270 MILLER AVE,"270 MILLER AVE, MILL VALLEY",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,GUIDEPOST A LLC
child_care_centers,274408849,HALL DISTRICT INFANT MIGRANT & SEASONAL HEAD START,PAJARO VALLEY UNIFIED SCHOOL DISTRICT,TERESA ANAYA,(831) 761-6604,300 SILL ROAD,WATSONVILLE,CA,95076,MONTEREY,7,16,LICENSED,5/1/2007,,5252025,300 SILL ROAD,"300 SILL ROAD, WATSONVILLE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,PAJARO VALLEY UNIFIED SCHOOL DISTRICT
child_care_centers,214005490,HAMILTON CHILD DEVELOPMENT CENTER,COMMUNITY ACTION MARIN,"BARAHONA, SONIA",(415) 472-1663,5520 NAVE DRIVE,NOVATO,CA,94949,MARIN,5,24,CLOSED,3/26/2019,11/16/2021,5252025,5520 NAVE DRIVE,"5520 NAVE DRIVE, NOVATO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,COMMUNITY ACTION MARIN
child_care_centers,390312134,HANSEL & GRETEL DAY CARE CENTER,"CALIFORNIA KIDS DAY CARE, INC.",JEAN TEICHEIRA,(209) 823-6525,1014 WEST CENTER STREET,MANTECA,CA,95337,SAN JOAQUIN,53,12,LICENSED,6/1/1989,,5252025,1014 WEST CENTER STREET,"1014 WEST CENTER STREET, MANTECA",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"CALIFORNIA KIDS DAY CARE, INC."
child_care_centers,100404622,HANSEL & GRETEL DAY CARE #1,"HANSEL & GRETEL, INC.","YANG, FOUA",(559) 266-1557,1311 NORTH FRESNO,FRESNO,CA,93703,FRESNO,4,25,LICENSED,5/28/1989,,5252025,1311 NORTH FRESNO,"1311 NORTH FRESNO, FRESNO",1,HIGH_VOLUME_LICENSEE; ,"HANSEL & GRETEL, INC."
child_care_centers,444408745,HAPPY DAYS CHILDREN'S LEARNING CENTER,"HAPPY DAYS CHILDREN'S LEARNING CENTER, LLC",ANDREA MARC,(831) 469-9358,191B HARVEY WEST BOULEVARD,SANTA CRUZ,CA,95060,SANTA CRUZ,7,16,LICENSED,12/20/2005,,5252025,191B HARVEY WEST BOULEVARD,"191B HARVEY WEST BOULEVARD, SANTA CRUZ",2,DUPLICATE_ADDRESS; ,"HAPPY DAYS CHILDREN'S LEARNING CENTER, LLC"
child_care_centers,444417013,HAPPY DAYS CHILDREN'S LEARNING CENTER,"HAPPY DAYS CHILDREN'S LEARNING CENTER, LLC","TOBY SALCICCIA,MARY ESPANU",(831) 476-2000,720 SEVENTEENTH AVENUE,SANTA CRUZ,CA,95062,SANTA CRUZ,7,20,CLOSED,4/12/2022,8/5/2024,5252025,720 SEVENTEENTH AVENUE,"720 SEVENTEENTH AVENUE, SANTA CRUZ",2,DUPLICATE_ADDRESS; ,"HAPPY DAYS CHILDREN'S LEARNING CENTER, LLC"
child_care_centers,406216588,HAPPY FEET CHILDRENS CENTER,MELINDA RUTH GUZMAN,CHRISTINA COFFEE,(805) 458-5955,660-A CLARION CT,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,17,12,CLOSED,,4/22/2024,5252025,660-A CLARION CT,"660-A CLARION CT, SAN LUIS OBISPO",2,DUPLICATE_ADDRESS; ,MELINDA RUTH GUZMAN
child_care_centers,90318778,HAPPY KIDS DAY CARE & PRESCHOOL - CAMBRIDGE,"S & B, INC.","FRYETTE, LORI",(530) 676-2223,2635 CAMBRIDGE RD,CAMERON PARK,CA,95682,EL DORADO,3,8,LICENSED,6/15/1992,,5252025,2635 CAMBRIDGE RD,"2635 CAMBRIDGE RD, CAMERON PARK",0,,"S & B, INC."
child_care_centers,343621078,HAPPY TIME PRESCHOOL,"LUCAS, MICHELLE",GISELLE DELAYNE-WALLACE,(916) 422-6777,4518 47TH AVENUE,SACRAMENTO,CA,95824,SACRAMENTO,3,12,LICENSED,5/6/2016,,5252025,4518 47TH AVENUE,"4518 47TH AVENUE, SACRAMENTO",2,DUPLICATE_ADDRESS; ,"LUCAS, MICHELLE"
child_care_centers,376701276,HAPPY TIMES CHILD DEVELOPMENT CENTER,"SAUCEDA, MARIA & SERGIO",BELEN ESTEBAN,(760) 295-9475,755 CIVIC CENTER DRIVE,VISTA,CA,92084,SAN DIEGO,10,22,LICENSED,10/28/2016,,5252025,755 CIVIC CENTER DRIVE,"755 CIVIC CENTER DRIVE, VISTA",2,DUPLICATE_ADDRESS; ,"SAUCEDA, MARIA & SERGIO"
child_care_centers,334846393,HAPPY WORLD PRESCHOOL,HAPPY WORLD PRESCHOOL,"CASTRO,JENNIFER",(951) 643-8657,2641 GREEN RIVER RD UNIT 101,CORONA,CA,92882,RIVERSIDE,9,12,CLOSED,,7/15/2024,5252025,2641 GREEN RIVER RD UNIT 101,"2641 GREEN RIVER RD UNIT 101, CORONA",2,DUPLICATE_ADDRESS; ,HAPPY WORLD PRESCHOOL
child_care_centers,197405592,HARBOR-UCLA CHILDREN'S DEVELOPMENT CENTER,"KNOWLEDGE UNIVERSE EDUCATION,LLC.",AMBER BRAVO,(310) 222-4274,975 W. CARSON ST.,TORRANCE,CA,90503,LOS ANGELES,30,12,LICENSED,3/18/1999,,5252025,975 W CARSON ST,"975 W CARSON ST, TORRANCE",0,,"KNOWLEDGE UNIVERSE EDUCATION,LLC."
child_care_centers,153808140,HARVEY L. HALL CHILD DEVELOPMENT CENTER,COMMUNITY ACTION PARTNERSHIP OF KERN,"PEREZ-VELASQUEZ, ZENAIDA",(661) 835-5405,315 STINE ROAD,BAKERSFIELD,CA,93309,KERN,57,12,LICENSED,9/1/2004,,5252025,315 STINE ROAD,"315 STINE ROAD, BAKERSFIELD",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,COMMUNITY ACTION PARTNERSHIP OF KERN
child_care_centers,45408270,HAVENSCOURT HIGHER LEARNING CHILDCARE CENTER,OROVILLE SOUTHSIDE COMMUNITY IMPROVEMENT ASSOCIATI,"HILLS, KEESHA",(530) 693-4305,2959 LOWER WYANDOTTE RD,OROVILLE,CA,95966,BUTTE,13,28,CLOSED,6/15/2023,12/17/2024,5252025,2959 LOWER WYANDOTTE RD,"2959 LOWER WYANDOTTE RD, OROVILLE",2,DUPLICATE_ADDRESS; ,OROVILLE SOUTHSIDE COMMUNITY IMPROVEMENT ASSOCIATI
child_care_centers,503808990,HAZEL'S CHRISTIAN PRESCHOOL&CHILD CARE CENTER II,"HAZEL'S CHRISTIAN PS & CCC II, LLC","DOMSON, HAZEL",(209) 521-4422,1528 OAKDALE RD,MODESTO,CA,95355,STANISLAUS,4,16,LICENSED,12/8/2016,,5252025,1528 OAKDALE RD,"1528 OAKDALE RD, MODESTO",2,DUPLICATE_ADDRESS; ,"HAZEL'S CHRISTIAN PS & CCC II, LLC"
child_care_centers,503810268,HAZEL'S CHRISTIAN PS & CHILDCARE CENTER 24 HOURS,HAZEL'S CHRISTIAN PS & CHILDCARE CENTER 24 HOURS,HAZEL & ODOOM DOMSON,(209) 735-9359,133 E ROSEBURG AVE,MODESTO,CA,95350,STANISLAUS,4,24,CLOSED,,5/9/2024,5252025,133 E ROSEBURG AVE,"133 E ROSEBURG AVE, MODESTO",2,DUPLICATE_ADDRESS; ,HAZEL'S CHRISTIAN PS & CHILDCARE CENTER 24 HOURS
child_care_centers,483010121,HEAD START - COUCH INFANT/TODDLER,"CHILD START, INC.","NGUYEN, THANH",(707) 252-8931,579 COUCH STREET,VALLEJO,CA,94590,SOLANO,1,20,LICENSED,9/9/2022,,5252025,579 COUCH STREET,"579 COUCH STREET, VALLEJO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"CHILD START, INC."
child_care_centers,483008014,HEAD START - FAIRMONT CENTER,"CHILD START, INC.","NGUYN, THANH",(707) 450-0411,1355 MARSHALL ROAD,VACAVILLE,CA,95687,SOLANO,1,32,CLOSED,5/13/2010,7/8/2020,5252025,1355 MARSHALL ROAD,"1355 MARSHALL ROAD, VACAVILLE",1,HIGH_VOLUME_LICENSEE; ,"CHILD START, INC."
child_care_centers,493010252,HEAD START - GUILLORY,COMMUNITY ACTION PARTNERSHIP OF SONOMA COUNTY,JOSEFINA FIGEROA,(707) 544-6911,10288 STARR ROAD,WINDSOR,CA,95492,SONOMA,1,16,LICENSED,8/16/2022,,5252025,10288 STARR ROAD,"10288 STARR ROAD, WINDSOR",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,COMMUNITY ACTION PARTNERSHIP OF SONOMA COUNTY
child_care_centers,483009363,HEAD START - KIDDER - INFANT/TODDLER,"CHILD START, INC.","CHAND, VERONICA",(707) 758-9159,1657 KIDDER AVENUE,FAIRFIELD,CA,94533,SOLANO,1,8,LICENSED,2/8/2017,,5252025,1657 KIDDER AVENUE,"1657 KIDDER AVENUE, FAIRFIELD",1,HIGH_VOLUME_LICENSEE; ,"CHILD START, INC."
child_care_centers,430709672,HEADSUP CHILD DEVELOPMENT CENTER,EARLY LEARNING INSTITUTE,RONA NUNEZ,(408) 432-1644,2841 JUNCTION AVENUE,SAN JOSE,CA,95134,SANTA CLARA,7,15,LICENSED,10/13/1987,,5252025,2841 JUNCTION AVENUE,"2841 JUNCTION AVENUE, SAN JOSE",2,DUPLICATE_ADDRESS; ,EARLY LEARNING INSTITUTE
child_care_centers,434408916,HEADSUP! CHILD DEVELOPMENT CENTER,EARLY LEARNING INSTITUTE,"BARBERIS, VITTORIA",(650) 424-1221,2800 WEST BAYSHORE ROAD,PALO ALTO,CA,94303,SANTA CLARA,52,24,LICENSED,5/20/2008,,5252025,2800 WEST BAYSHORE ROAD,"2800 WEST BAYSHORE ROAD, PALO ALTO",2,DUPLICATE_ADDRESS; ,EARLY LEARNING INSTITUTE
child_care_centers,376701550,HEARTBEAT MUSIC PERFORMING ARTS ACADEMY-INFANTS,HEARTBEAT MUSIC & PERFORMING ARTS ACADEMY,SHARIFA OSMAN,(619) 942-0772,6785 IMPERIAL AVE,SAN DIEGO,CA,92114,SAN DIEGO,20,16,LICENSED,8/16/2023,,5252025,6785 IMPERIAL AVE,"6785 IMPERIAL AVE, SAN DIEGO",1,HIGH_VOLUME_LICENSEE; ,HEARTBEAT MUSIC & PERFORMING ARTS ACADEMY
child_care_centers,336300986,HEARTBEAT MUSIC/PA ACADEMY INFANT CENTER,HEARTBEAT MUSIC & PERFORMING ARTS ACADEMY,"BUROUGHS, TIFFANY",(619) 942-0772,511 DALE STREET,PERRIS,CA,92571,RIVERSIDE,10,25,CLOSED,,4/29/2024,5252025,511 DALE STREET,"511 DALE STREET, PERRIS",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,HEARTBEAT MUSIC & PERFORMING ARTS ACADEMY
child_care_centers,367750053,"HEARTFELT DAYCARE, LLC",RASHON REYES,SAMANTHA BROWN,(909) 559-1592,15451 BEAR VALLEY ROAD,HESPERIA,CA,92345,SAN BERNARDINO,12,8,LICENSED,8/16/2022,,5252025,15451 BEAR VALLEY ROAD,"15451 BEAR VALLEY ROAD, HESPERIA",2,DUPLICATE_ADDRESS; ,RASHON REYES
child_care_centers,13422490,HEARTS LEAP BEGINNINGS,INTERNATIONAL CHILD RESOURCE INSTITUTE,GRETCHEN STIZEL,(510) 529-4694,2640 COLLEGE AVE,BERKELEY,CA,94704,ALAMEDA,2,40,LICENSED,1/4/2018,,5252025,2640 COLLEGE AVE,"2640 COLLEGE AVE, BERKELEY",1,HIGH_VOLUME_LICENSEE; ,INTERNATIONAL CHILD RESOURCE INSTITUTE
