facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date
DAY CARE CENTER,434410816,STRATFORD SCHOOL,"STRATFORD SCHOOL, INC.",VIOLET SERYANI,(408) 766-8801,410 LLAGAS ROAD,MORGAN HILL,CA,95037,SANTA CLARA,07,85,LICENSED,8/25/2009,,05252025
DAY CARE CENTER,434408877,STRATFORD SCHOOL,"STRATFORD SCHOOL, INC.",SWATHI KRISHNAN,(408) 244-2121,400 NORTH WINCHESTER BOULEVARD,SANTA CLARA,CA,95050,SANTA CLARA,07,91,LICENSED,9/7/2007,,05252025
DAY CARE CENTER,434407977,STRATFORD SCHOOL,"STRATFORD SCHOOL, INC.",ANGELA MANOSCA,(408) 363-2130,6670 SAN ANSELMO WAY,SAN JOSE,CA,95119,SANTA CLARA,07,192,LICENSED,9/3/2004,,05252025
DAY CARE CENTER,434410807,STRATFORD SCHOOL,STRATFORD SCHOOL INC.,MEHERNAAZ IRANI,(408) 244-4073,890 POMEROY AVENUE,SANTA CLARA,CA,95051,SANTA CLARA,07,264,LICENSED,8/25/2009,,05252025
DAY CARE CENTER,434404890,STRATFORD SCHOOL,"STRATFORD SCHOOL, INC.",MICHELLE LEE,(408) 371-3020,220 KENSINGTON WAY,LOS GATOS,CA,95032,SANTA CLARA,07,264,LICENSED,10/26/2001,,05252025
DAY CARE CENTER,434406722,STRATFORD SCHOOL,"STRATFORD SCHOOL, INC.",SANDEEPA KARWA,(408) 737-1500,820 WEST MCKINLEY AVENUE,SUNNYVALE,CA,94086,SANTA CLARA,07,288,LICENSED,8/28/2003,,05252025
DAY CARE CENTER,434404336,STRATFORD SCHOOL,STRATFORD SCHOOL INC.,MEGAN EITZEN,(408) 732-4424,1196 LIME DRIVE,SUNNYVALE,CA,94087,SANTA CLARA,07,312,LICENSED,8/31/2000,,05252025
DAY CARE CENTER,434408056,STRATFORD SCHOOL,"STRATFORD SCHOOL, INC.","KIELY, MARY KATHERINE",(650) 493-1151,870 NORTH CALIFORNIA AVENUE,PALO ALTO,CA,94303,SANTA CLARA,52,216,LICENSED,9/2/2005,,05252025
DAY CARE CENTER,013420588,STRATFORD SCHOOL,STRATFORD SCHOOL,"RATTAN, JASBIR",(510) 713-8900,38495 FREMONT BLVD.,FREMONT,CA,94536,ALAMEDA,52,240,LICENSED,1/25/2011,,05252025
DAY CARE CENTER,198018949,STRATFORD SCHOOL- ALTADENA ALLEN,"STRINGHAM, CLAY","VASQUEZ, LISA",(626) 794-1000,2046 ALLEN AVE.,ALTADENA,CA,91001,LOS ANGELES,33,150,LICENSED,8/25/2016,,05252025
DAY CARE CENTER,414004014,STRATFORD SCHOOL-CRESTMOOR CANYON PRESCHOOL,"STRATFORD SCHOOL, INC.","CAMPOS MONTES, VANESSA",(650) 837-9222,2322 CRESTMOOR DRIVE,SAN BRUNO,CA,94066,SAN MATEO,05,168,LICENSED,1/26/2015,,05252025
DAY CARE CENTER,015700568,STRATFORD SCHOOL-DUBLIN,"STRATFORD SCHOOL, INC.","HUDA, NAJMUS",(925) 399-1971,6670 & 6665 AMADOR PLAZA ROAD,DUBLIN,CA,94568,ALAMEDA,52,272,LICENSED,8/18/2022,,05252025
DAY CARE CENTER,013423042,STRATFORD SCHOOL-FREMONT OSGOOD,STRATFORD SCHOOL,"LIANAWATI, EKA",(510) 438-9745,43077 OSGOOD RD,FREMONT,CA,94539,ALAMEDA,52,99,LICENSED,8/24/2018,,05252025
DAY CARE CENTER,198018875,STRATFORD SCHOOL-LOS ANGELES MELROSE,STRATFORD SCHOOL,"PATRICK, JAMIE",(323) 962-3075,1200 N. CAHUENGA BLVD,LOS ANGELES,CA,90038,LOS ANGELES,33,132,CLOSED,8/25/2016,8/13/2021,05252025
DAY CARE CENTER,434413440,STRATFORD SCHOOL-MILPITAS,STRATFORD SCHOOL INC.,MICHELLE TRUONG,(408) 973-7320,341 GREAT MALL PARKWAY,MILPITAS,CA,95035,SANTA CLARA,52,219,LICENSED,8/19/2016,,05252025
DAY CARE CENTER,434416990,STRATFORD SCHOOL - ALMADEN,"STRATFORD SCHOOL, INC.",NEDA GHAHGHAHI,(408) 877-6300,5200 DENT AVENUE,SAN JOSE,CA,95118,SANTA CLARA,07,264,LICENSED,9/16/2021,,05252025
DAY CARE CENTER,435700752,STRATFORD SCHOOL - BERESFORD SQUARE,"STRATFORD SCHOOL, INC.","LEE, ASHLEY",(408) 973-7320,125 NORTH MILPITAS BOULEVARD,MILPITAS,CA,95035,SANTA CLARA,52,286,LICENSED,11/15/2022,,05252025
DAY CARE CENTER,304371162,STRATFORD SCHOOL - MISSION VIEJO,STRATFORD SCHOOL,SARAH ASAY,(949) 458-1776,24741 CHRISANTA DR.,MISSION VIEJO,CA,92691,ORANGE,06,48,LICENSED,8/28/2017,,05252025
DAY CARE CENTER,013420939,STRATFORD SCHOOL - PLEASANTON CAMPUS,STRATFORD SCHOOLS,AMINA SAIYED,(925) 737-0001,4576 WILLOW ROAD,PLEASANTON,CA,94588,ALAMEDA,52,222,LICENSED,8/26/2012,,05252025
DAY CARE CENTER,197493889,STRATFORD SCHOOLS- WEST LA,STRATFORD SCHOOL INC.,DANIELA MORENO,(310) 923-3115,2000 STONER AVENUE,LOS ANGELES,CA,90025,LOS ANGELES,30,120,CLOSED,8/30/2018,5/31/2024,05252025
DAY CARE CENTER,384004006,STRATFORD SCHOOLS-SF 14TH AVE.,STRATFORD SCHOOLS INC.,"RODRIGUEZ,MARIA",(415) 521-1535,645 14TH AVENUE,SAN FRANCISCO,CA,94118,SAN FRANCISCO,05,77,LICENSED,11/19/2018,,05252025
DAY CARE CENTER,197416734,STRATHERN ELEMENTARY SCHOOL CSPP,L.A.U.S.D EARLY CHILDHOOD EDUCATION,"AGUILAR, ANTHONY",(818) 765-4234,7939 ST. CLAIRE AVENUE-ROOM 6,NORTH HOLLYWOOD,CA,91605,LOS ANGELES,58,24,LICENSED,11/23/2009,,05252025
DAY CARE CENTER,543801600,STRATHMORE UNION ELEM.SCH.DISTRICT STATE PRESCHOOL,STRATHMORE UNION ELEMENTARY SCHOOL DISTRICT,JACQUELINE PENNELL,(559) 568-0007,22898 AVE. 198,STRATHMORE,CA,93267,TULARE,57,21,LICENSED,8/6/1999,,05252025
DAY CARE CENTER,343606977,STRAUCH CHILD DEVELOPMENT CENTER,TWIN RIVER UNIFIED SCHOOL DISTRICT,"SCHLIE, NICOLE",(916) 263-8477,3141 NORTHSTEAD DR.,SACRAMENTO,CA,95833,SACRAMENTO,03,60,LICENSED,8/16/2001,,05252025
DAY CARE CENTER,210102937,STRAWBERRY PRESCHOOL,"TAMALPAIS NURSERY SCHOOL, INC.","VAILLANCOURT, LISA",(415) 388-4437,240 TIBURON BOULEVARD,TIBURON,CA,94920,MARIN,05,60,LICENSED,10/31/1972,,05252025
DAY CARE CENTER,384002029,"STRETCH THE IMAGINATION, LLC","STRETCH THE IMAGINATION, LLC",MICHELLE LAMOTTE LAWTON,(415) 922-0104,2509 BUSH STREET,SAN FRANCISCO,CA,94115,SAN FRANCISCO,05,52,LICENSED,8/24/2011,,05252025
DAY CARE CENTER,334841687,STRONG FOUNDATIONS LEARNING CENTER,"MADRID, TIFFANY",TIFFANY MADRID,(760) 668-6103,72400 LA CANADA WAY,THOUSAND PALMS,CA,92276,RIVERSIDE,09,84,LICENSED,7/23/2012,,05252025
DAY CARE CENTER,123007481,STRONGBRIDGE MONTESSORI SCHOOL,"MOSHER, HILARY","MOSHER, HILARY",(707) 845-5173,4700 VALLEY EAST BLVD.,ARCATA,CA,95521,HUMBOLDT,13,30,CLOSED,3/18/2009,4/9/2021,05252025
DAY CARE CENTER,384004299,STS. PETER AND PAUL-LAURA VICUNA PRE-KINDERGARTEN,ROMAN CATHOLIC ARCHBISHOP OF SAN FRANCISCO,"SIMONS, BARBARA",(415) 296-8549,620 FILBERT STREET,SAN FRANCISCO,CA,94133,SAN FRANCISCO,05,24,LICENSED,10/7/2020,,05252025
DAY CARE CENTER,380505426,STS. PETER AND PAUL LAURA VICUNA PRE-KINDERGARTEN,ROMAN CATHOLIC ARCHBISHOP OF SAN FRANCISCO,"SIMONS, BARBARA",(415) 296-8549,666 FILBERT STREET,SAN FRANCISCO,CA,94133,SAN FRANCISCO,05,42,LICENSED,8/14/1989,,05252025
DAY CARE CENTER,197413425,"STUDIO CITY NEIGHBORHOOD SCHOOL, INC.","STUDIO CITY NEIGHBORHOOD SCHOOL, INC., THE","SILVERTON, GAIL",(818) 762-1212,11742 RIVERSIDE DRIVE,VALLEY VILLAGE,CA,91607,LOS ANGELES,58,43,LICENSED,5/23/2006,,05252025
DAY CARE CENTER,384004114,"STUDIO MONTESSORI, LLC (PS)","STUDIO MONTESSORI, LLC","DOMINGO, ROCHELLE",(415) 510-1287,633 8TH STREET,SAN FRANCISCO,CA,94103,SAN FRANCISCO,05,31,LICENSED,6/17/2019,,05252025
DAY CARE CENTER,414004463,STUDY BUDDIES PRESCHOOL,STUDY BUDDIES LLC,"PANG, ANGELA",(650) 583-2803,"230 SOUTH SPRUCE AVE., SUITE A",SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,05,45,LICENSED,5/23/2018,,05252025
DAY CARE CENTER,376701294,ST.  JOHN'S HEAD START,EPISCOPAL COMMUNITY SERVICES,NEISY IBANEZ,(619) 869-8983,760 FIRST AVENUE,CHULA VISTA,CA,91910,SAN DIEGO,20,270,LICENSED,6/28/2017,,05252025
DAY CARE CENTER,103808814,ST. AGNES CHILD DEVELOPMENT CENTER,ST. AGNES CHILD DEVELOPMENT CENTER,"PRICE, MARYELLEN",(559) 450-3545,1255 E. HERNDON AVE.,FRESNO,CA,93720,FRESNO,04,143,LICENSED,3/20/2014,,05252025
DAY CARE CENTER,073407412,ST. AGNES PRESCHOOL,"ROMAN CATHOLIC WELFARE CORPORATION OF OAKLAND, THE","SCIACQUA, LORI",(925) 689-3990,3886 CHESTNUT AVE,CONCORD,CA,94521,CONTRA COSTA,02,23,LICENSED,9/30/2013,,05252025
DAY CARE CENTER,197413210,ST. ALBERT THE GREAT SCHOOL,ARCHDIOCES OF LOS ANGELES,ROSA MARTINEZ LARRAGA,(310) 323-4559,804 EAST COMPTON BOULEVARD,COMPTON,CA,90220,LOS ANGELES,54,60,LICENSED,5/30/2006,,05252025
DAY CARE CENTER,372000550,ST. ANDREW'S BY THE SEA PRESCHOOL,"RECTOR, WARDENS & VESTRYMEN OF ST. ANDREW'S, THE",HEATHER GASNER,(858) 273-3023,1050 THOMAS AVENUE,SAN DIEGO,CA,92109,SAN DIEGO,51,70,LICENSED,7/11/1974,,05252025
DAY CARE CENTER,300605894,ST. ANDREW'S CHILDREN'S CENTER,ST ANDREWS EPISCOPAL CHURCH,"JONES, CAROLYN",(949) 651-0198,4400 BARRANCA PARKWAY,IRVINE,CA,92604,ORANGE,06,124,LICENSED,9/11/1984,,05252025
DAY CARE CENTER,376600618,ST. ANDREW'S LUTHERAN PRESCHOOL,"ST. ANDREW'S LUTHERAN CHURCH OF SAN CARLOS, INC.",VALERIE W MACIAS,(619) 469-3531,8350 LAKE MURRAY BOULEVARD,SAN DIEGO,CA,92119,SAN DIEGO,51,24,LICENSED,9/5/2000,,05252025
DAY CARE CENTER,410500593,ST. ANDREW'S PRESCHOOL,ST ANDREW'S EPISCOPAL CHURCH,MARISOL RUIZ,(650) 273-4415,1600 SANTA LUCIA AVE,SAN BRUNO,CA,94066,SAN MATEO,05,52,LICENSED,3/1/1994,,05252025
DAY CARE CENTER,304370474,ST. ANDREW'S PRESCHOOL,ST. ANDREW'S PRESBYTERIAN CHURCH,"RUTH, ANDREA",(949) 574-2232,600 ST. ANDREWS ROAD,NEWPORT BEACH,CA,92663,ORANGE,06,131,LICENSED,10/6/2008,,05252025
DAY CARE CENTER,421700374,ST. ANDREW'S PRESCHOOL,ST. ANDREW'S PRESBYTERIAN CHURCH OF SANTA BARBARA,CYNTHIA OLIVER,(805) 964-6114,4575 AUHAY DRIVE,SANTA BARBARA,CA,93110,SANTA BARBARA,17,30,CLOSED,8/21/1993,7/31/2023,05252025
DAY CARE CENTER,198019097,ST. ANDREW CATHOLIC PRESCHOOL,ST ANDREW CATHOLIC ELEMENTARY SCHOOL,ARIANA JACOBO,(626) 796-7697,42 CHESTNUT ST,PASADENA,CA,91103,LOS ANGELES,33,30,LICENSED,5/19/2017,,05252025
DAY CARE CENTER,013422402,ST. ANDREW MBC PS PCPC,ST. ANDREW MBC PS PCPC,"BANKS, CARRIE",(510) 467-9621,2608 WEST STREET,OAKLAND,CA,94612,ALAMEDA,02,30,CLOSED,9/11/2017,11/14/2024,05252025
DAY CARE CENTER,372006085,ST. ANDREWS PRESCHOOL,"EPISCOPAL CHURCH OF ST. ANDREW THE APOSTLE, THE","THIBEAULT, NANCY",(760) 753-5636,890 BALOUR DRIVE,ENCINITAS,CA,92024,SAN DIEGO,51,39,CLOSED,9/5/1989,6/30/2020,05252025
DAY CARE CENTER,270709281,ST. ANGELA'S PRESCHOOL,"DIOCESE OF MONTEREY PARISH & SCHOOL OP. CORP., THE",HEATHER DIAZ,(831) 372-3555,136 8TH STREET,PACIFIC GROVE,CA,93950,MONTEREY,07,88,LICENSED,8/25/1995,,05252025
DAY CARE CENTER,384004305,ST. ANNE,ROMAN CATHOLIC ARCHBISHOP OF SF A CORPORATON SALE,"GLAESER, JUDY",(415) 731-2355,1330 14TH AVENUE,SAN FRANCISCO,CA,94109,SAN FRANCISCO,05,24,CLOSED,,9/14/2020,05252025
DAY CARE CENTER,198011690,ST. ANNE'S EARLY LEARNING CENTER,ST. ANNE'S FAMILY SERVICES,PATRICIA BRIZUELA,(213) 381-2931,151 N. OCCIDENTAL BLVD.,LOS ANGELES,CA,90026,LOS ANGELES,33,90,LICENSED,7/15/2005,,05252025
DAY CARE CENTER,198018125,ST. ANNE'S EARLY LEARNING CENTER AT BEVERLY,ST. ANNE'S FAMILY SERVICES,PATRICIA BRIZUELA,(213) 225-8811,1501 BEVERLY BLVD,LOS ANGELES,CA,90026,LOS ANGELES,33,43,CLOSED,12/3/2014,7/29/2024,05252025
DAY CARE CENTER,198018121,ST. ANNE'S EARLY LEARNING CENTER AT HYANS,ST. ANNE'S FAMILY SERVICES,JENNY UNGER,(213) 381-2931,2737 HYANS ST.,LOS ANGELES,CA,90026,LOS ANGELES,33,26,CLOSED,10/6/2014,5/3/2024,05252025
DAY CARE CENTER,198018124,ST. ANNE'S EARLY LEARNING CENTER AT MARYLAND,ST. ANNE'S FAMILY SERVICES,ANNA LOPEZ,(213) 381-2931,1317 MARYLAND ST.,LOS ANGELES,CA,90017,LOS ANGELES,33,16,LICENSED,10/6/2014,,05252025
DAY CARE CENTER,198018120,ST. ANNE'S EARLY LEARNING CENTER AT ROSELAKE,ST. ANNE'S FAMILY SERVICES,PATRICIA HERNANDEZ,(213) 201-1062,2233 BEVERLY BLVD,LOS ANGELES,CA,90057,LOS ANGELES,33,55,CLOSED,10/6/2014,10/13/2021,05252025
DAY CARE CENTER,198018199,ST. ANNE'S EARLY LEARNING CENTER AT SAN MARINO,ST. ANNE'S FAMILY SERVICES,ELENA MEDINA,(213) 381-2931,3156 W. SAN MARINO STREET,LOS ANGELES,CA,90006,LOS ANGELES,33,28,LICENSED,10/28/2014,,05252025
DAY CARE CENTER,304270260,ST. ANNE EARLY CHILD DEVELOPMENT CENTER,ST. ANNE SCHOOL,"SLOCUM, DENISE",(949) 276-6781,32451 BEAR BRAND ROAD,LAGUNA NIGUEL,CA,92677,ORANGE,06,135,LICENSED,9/16/1996,,05252025
DAY CARE CENTER,384002584,ST. ANNE PRE-KINDERGARTEN (PS),"ROMAN CATHOLIC ARCHBISHOP OF S.F., A CORP. SOLE","JUDY GLAESER, DIR./APPL.",(415) 731-2355,1320 14TH AVENUE,SAN FRANCISCO,CA,94122,SAN FRANCISCO,05,52,LICENSED,3/17/2015,,05252025
DAY CARE CENTER,384001789,ST. ANNE PRESCHOOL,"ROMAN CATHOLIC ARCHBISHOP OF S.F.,CORPORATION SOLE","GLAESER, JUDY",(415) 731-2355,1362A 14TH AVENUE,SAN FRANCISCO,CA,94122,SAN FRANCISCO,05,25,LICENSED,5/1/2008,,05252025
DAY CARE CENTER,304270165,ST. ANNE SCHOOL,ROMAN CATHOLIC DIOCESE OF ORANGE,"NAVARRO, ESTHER",(714) 542-9328,1339 S. SYCAMORE,SANTA ANA,CA,92707,ORANGE,06,42,LICENSED,9/5/1995,,05252025
DAY CARE CENTER,103810161,ST. ANTHONY'S PRESCHOOL,DIOCESE OF FRESNO EDUCATION CORP.,TAMMY NICHOLS,(559) 488-7420,5680 N MAROA AVE,FRESNO,CA,93704,FRESNO,04,30,LICENSED,12/10/2021,,05252025
DAY CARE CENTER,390320654,ST. ANTHONY'S PRESCHOOL,PASTOR OF ST. ANTHONY CHURCH OF MANTECA,JENNIFER DALEN,(209) 823-3959,323 NORTH FREMONT AVENUE,MANTECA,CA,95336,SAN JOAQUIN,53,56,LICENSED,8/31/1993,,05252025
DAY CARE CENTER,566213360,ST. ANTHONY'S SCHOOL,ARCHDIOCESE OF LOS ANGELES EDUCATION/WELFARE CORP,DN HENRY BARAJAS,(805) 487-5317,2421 SOUTH C STREET,OXNARD,CA,93033,VENTURA,17,72,LICENSED,9/17/2010,,05252025
DAY CARE CENTER,243801242,ST. ANTHONY PRESCHOOL,DIOCESE OF FRESNO EDUCATION CORPORATION,ERIKA VALENZUELA,(209) 358-3341,1801 WINTON WAY,ATWATER,CA,95301,MERCED,04,45,LICENSED,8/14/1996,,05252025
DAY CARE CENTER,197413647,ST. ANTHONY PRESCHOOL,ARCHDIOCESE OF L.A. DEPT. OF EDUCATION & WELFARE,"AGUAYO, ROSANELDA",(424) 277-1702,205 LOMITA STREET,EL SEGUNDO,CA,90245,LOS ANGELES,30,30,LICENSED,8/23/2006,,05252025
DAY CARE CENTER,198001941,ST. ANTHONY PRESCHOOL,ST. ANTHONY PRESCHOOL,NORMA HENDLE,(562) 432-5946,855 EAST 5TH ST.,LONG BEACH,CA,90802,LOS ANGELES,54,39,LICENSED,10/15/1996,,05252025
DAY CARE CENTER,198021301,ST. ANTHONY SCHOOL PRESCHOOL,ARCHDIOCESE OF LOS ANGELES EDUCATION & WELFARE,JOANN CENDEJAS,(626) 280-7255,1905 S. SAN GABRIEL BL.,SAN GABRIEL,CA,91776,LOS ANGELES,33,30,LICENSED,10/13/2023,,05252025
DAY CARE CENTER,198004595,ST. ANTHONY SCHOOL PRESCHOOL,ST. ANTHONY CATHOLIC SCHOOL,JOANN CENDEJAS,(626) 312-3842,631 E. SAXON,SAN GABRIEL,CA,91776,LOS ANGELES,33,35,CLOSED,1/13/1999,10/12/2023,05252025
DAY CARE CENTER,198009398,ST. BARNABAS PRESCHOOL,ARCHDIOCESE OF L.A. EDUCATION & WELFARE CORP.,PATRICIA JOHNSON,(562) 988-8481,1130 MARSHALL PL,LONG BEACH,CA,90805,LOS ANGELES,54,15,LICENSED,10/8/2003,,05252025
DAY CARE CENTER,480102614,ST. BASIL'S PRESCHOOL,ST. BASIL'S PRESCHOOL,"BUTLER, LISA",(707) 642-5966,1225 TUOLUMNE STREET,VALLEJO,CA,94590,SOLANO,01,44,LICENSED,2/1/1980,,05252025
DAY CARE CENTER,390320836,ST. BASIL PRESCHOOL,ST. BASIL GREEK ORTHODOX CHURCH,BRITTANY DUNLAP,(209) 478-5252,920 W. MARCH LANE,STOCKTON,CA,95207,SAN JOAQUIN,53,60,LICENSED,3/1/1995,,05252025
DAY CARE CENTER,393620018,ST. BERNARD'S CATHOLIC PRESCHOOL,PASTOR OF ST. BERNARD CHURCH,"ABELAR, KAREN",(209) 835-8019,160 W. BEVERLY PLACE,TRACY,CA,95377,SAN JOAQUIN,53,60,LICENSED,9/8/2014,,05252025
DAY CARE CENTER,125402277,ST. BERNARD'S PRESCHOOL,SAINT BERNARDS CATHOLIC SCHOOL,"GARDNER, KATHERINE",(707) 443-7705,115 HENDERSON STREET,EUREKA,CA,95501,HUMBOLDT,13,15,LICENSED,3/15/2001,,05252025
DAY CARE CENTER,198013666,ST. BERNARD SCHOOL,EDUCATION&WELFARE CORP. OF THE ARCHIDIOCESE OF LA,LORENA MURGUIA,(562) 867-9410,9626 PARK STREET,BELLFLOWER,CA,90706,LOS ANGELES,54,24,LICENSED,3/5/2008,,05252025
DAY CARE CENTER,197403964,ST. BERNARDINE OF SIENA CHILDREN'S CENTER,ARCHDIOCESE OF LOS ANGELES,CHARLENE BARKES,(818) 716-4730,24425 CALVERT AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,58,151,LICENSED,2/27/1998,,05252025
DAY CARE CENTER,197415735,ST. CATHERINE LABOURE CATHOLIC PRESCHOOL,ST. CATHERINE LABOURE CATHOLIC CHURCH,RONALYN HERMANO,(310) 755-8604,3846 REDONDO BEACH BLVD.,TORRANCE,CA,90504,LOS ANGELES,30,36,LICENSED,10/3/2008,,05252025
DAY CARE CENTER,483008234,ST. CATHERINE OF SIENA PRESCHOOL,ST. CATHERINE OF SIENA PRESCHOOL,DANA YOUNG,(707) 642-1253,470 AVIAN DRIVE,VALLEJO,CA,94591,SOLANO,01,60,LICENSED,7/28/2011,,05252025
DAY CARE CENTER,073405645,ST. CATHERINE OF SIENA PRESCHOOL,ROMAN CATHOLIC,"SANTIAGO, DANA",(925) 917-2003,1125 FERRY ST,MARTINEZ,CA,94553,CONTRA COSTA,02,42,LICENSED,12/11/2007,,05252025
DAY CARE CENTER,197494169,ST. CECILIA PRESCHOOL,ST. CECILIA PRESCHOOL,"VASQUEZ, JUANITA",(323) 293-4266,4224 S. NORMANDIE AVENUE,LOS ANGELES,CA,90037,LOS ANGELES,54,20,CLOSED,7/15/2019,4/29/2022,05252025
DAY CARE CENTER,300614158,ST. CECILIA SCHOOL,ROMAN CATHOLIC DIOCESE OF ORANGE,"DAWSON, LILIANA",(714) 544-1533,1311 SYCAMORE,TUSTIN,CA,92780,ORANGE,06,30,LICENSED,1/27/1994,,05252025
DAY CARE CENTER,376700598,ST. CHARLES BORROMEO ACADEMY PRESCHOOL,DIOCESE OF SAN DIEGO/EDUCATION & WELFARE CORP.,KAREN SNEDDEN,(619) 758-0903,2808 CADIZ STREET,SAN DIEGO,CA,92110,SAN DIEGO,51,54,CLOSED,8/3/2009,6/22/2021,05252025
DAY CARE CENTER,343615514,ST. CHARLES BORROMEO SCHOOL PRE-K,ROMAN CATHOLIC BISHOP OF SACRAMENTO,LEAH QUACKENBUSH,(916) 421-6189,7580 CENTER PARKWAY,SACRAMENTO,CA,95823,SACRAMENTO,03,30,LICENSED,10/28/2008,,05252025
DAY CARE CENTER,376701094,ST. CHARLES CATHOLIC PRESCHOOL,ROMAN CATHOLIC BISHOP OF SAN DIEGO,MELISSA OLIVARES,(619) 423-0784,980 SATURN BOULEVARD,SAN DIEGO,CA,92154,SAN DIEGO,20,48,LICENSED,8/26/2014,,05252025
DAY CARE CENTER,010212344,ST. CLARE'S CHRISTIAN PRESCHOOL,"EPISCOPAL BISHOP OF CALIFORNIA, A CORP. SOLE, THE",KAREN BERRY,(925) 462-0938,3350 HOPYARD ROAD,PLEASANTON,CA,94588,ALAMEDA,52,76,LICENSED,8/30/1989,,05252025
DAY CARE CENTER,540403104,ST. CLEMENT'S DAY CARE CENTER,"PROTESTANT EPISCOPAL BISHOP OF SAN JOAQUIN, THE","MASKAL-POWERS,RUTH",(559) 564-8668,498 NORTH VALENCIA BLVD.,WOODLAKE,CA,93286,TULARE,57,31,LICENSED,11/20/1992,,05252025
DAY CARE CENTER,372005946,ST. COLUMBA PRESCHOOL,DIOCESE OF SAN DIEGO EDUCATION & WELFARE CORP.,CLARISSA CARVER,(858) 279-0161,3365 GLENCOLUM DRIVE,SAN DIEGO,CA,92123,SAN DIEGO,51,60,LICENSED,9/9/1988,,05252025
DAY CARE CENTER,304370611,ST. COLUMBAN PRESCHOOL,DIOCESE OF ORANGE,"JOSEPH, PORTIA",(714) 534-3947,10855 STANFORD AVENUE,GARDEN GROVE,CA,92840,ORANGE,06,45,LICENSED,8/31/2010,,05252025
DAY CARE CENTER,197407759,ST. CYRIL OF JERUSALEM SCHOOL EARLY CHILDHOOD CTR,ARCHIOCESE OF L.A. DEPT. OF EDUCATION & WELFARE,ANGELICA PUGLIESE,(818) 501-4155,4548 HASKELL AVENUE,ENCINO,CA,91436,LOS ANGELES,58,42,LICENSED,3/22/2001,,05252025
DAY CARE CENTER,070209433,ST. DAVID'S SCHOOL PRE-KINDERGARTEN,ROMAN CATHOLIC WELFARE CORPORATION,"DUNN, CALISTA",(510) 232-1736,5613 GARVIN AVENUE,RICHMOND,CA,94805,CONTRA COSTA,02,36,LICENSED,9/1/1987,,05252025
DAY CARE CENTER,197409661,ST. DIDACUS PRESCHOOL,ARCHDIOCESE OF L.A. DEPT. OF EDUCATION & WELFARE,MARIA DOLORES HERNANDEZ,(818) 367-5296,14337 ASTORIA,SYLMAR,CA,91342,LOS ANGELES,12,35,LICENSED,12/23/2002,,05252025
DAY CARE CENTER,372006440,ST. DIDACUS SCHOOL,DIOCESE OF SAN DIEGO EDUCATION & WELFARE CORP.,MARY ELLEN PRINCE,(619) 284-6192,4639 FELTON STREET,SAN DIEGO,CA,92116,SAN DIEGO,20,30,LICENSED,9/1/1992,,05252025
DAY CARE CENTER,480108518,ST. DOMINIC'S PRESCHOOL/DAY CARE CENTER,"ROMAN CATHOLIC BISHOP OF SACRAMENTO, THE","SANCHEZ, TANYA",(707) 745-4430,428 EAST J STREET,BENICIA,CA,94510,SOLANO,01,30,LICENSED,9/12/1988,,05252025
DAY CARE CENTER,198016571,ST. DOMINIC SCHOOL,ARCHDIOCESE OF LOS ANGELES EDUCATION AND WELFARE,LUCY CUEVAS,(323) 255-5803,2005 MERTON AVENUE,LOS ANGELES,CA,90041,LOS ANGELES,33,40,LICENSED,1/17/2012,,05252025
DAY CARE CENTER,274400238,ST. DUNSTAN'S PRESCHOOL,"RECTOR,WARDENS&VESTRYMEN OF ST. DUNSTAN'S PARISH","PROULX, LAUREN",(831) 624-9250,28003 ROBINSON CANYON ROAD,CARMEL,CA,93923,MONTEREY,07,70,LICENSED,12/18/1996,,05252025
DAY CARE CENTER,304370946,ST. EDWARD THE CONFESSOR PRESCHOOL,DIOCESE OF ORANGE,"BADER, NICOLE",(949) 496-1241,33866 CALLE LA PRIMAVERA,DANA POINT,CA,92629,ORANGE,06,66,LICENSED,9/2/2014,,05252025
DAY CARE CENTER,197403646,ST. ELISABETH PRESCHOOL,"NOLAN, KEVIN L. REV.","LEEHAY, EMMA",(818) 779-1766,6635 TOBIAS AVE.,VAN NUYS,CA,91405,LOS ANGELES,58,50,LICENSED,8/8/1997,,05252025
DAY CARE CENTER,343615248,ST. ELIZABETH ANN SETON PRESCHOOL,ROMAN CATHOLIC BISHOP OF SACRAMENTO,"GREENE, MARCIA",(916) 684-7903,9539 RACQUET COURT,ELK GROVE,CA,95758,SACRAMENTO,53,72,LICENSED,8/5/2008,,05252025
DAY CARE CENTER,434413367,ST. ELIZABETH SETON LITTLE SAINTS PRESCHOOL,ROMAN CATHOLIC WELFARE CORPORATION OF SAN JOSE,"SURITA, CRYSTAL",(650) 326-9004,1095 CHANNING AVENUE,PALO ALTO,CA,94301,SANTA CLARA,52,30,LICENSED,8/22/2013,,05252025
DAY CARE CENTER,493000678,ST. EUGENE'S CATHEDRAL PRESCHOOL,ROMAN CATHOLIC BISHOP OF SANTA ROSA,TESS MELLOR,(707) 528-9133,360 FARMERS LANE,SANTA ROSA,CA,95405,SONOMA,01,37,CLOSED,8/31/1995,6/3/2024,05252025
