facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date
child_care_centers,197493151,IVIE LEAUGE CHRISTIAN PRESCHOOL,ALISA IVIE AND DEVERA CARRABY,DEVERA CARRABY,(323) 299-5437,4843 CRENSHAW BLVD.,LOS ANGELES,CA,90043,LOS ANGELES,58,6,CLOSED,3/28/2017,8/31/2020,5252025
child_care_centers,197407016,"JEFFREY FOUNDATION, THE","JEFFREY FOUNDATION, THE","MORRIS, ALYCE",(323) 965-7536,5443 W. WASHINGTON BLVD.,LOS ANGELES,CA,90016,LOS ANGELES,58,11,CLOSED,10/15/1999,10/1/2021,5252025
child_care_centers,198400010,JEKAL INFANT CENTER,CATHERINE OCRAN,CATHERINE OCRAN,(310) 682-9660,900 E ROSECRANS AVE,LOS ANGELES,CA,90059,LOS ANGELES,54,11,CLOSED,6/12/2019,10/7/2022,5252025
child_care_centers,153808885,JOYFUL JUNCTION,"SLOAN, JESSICA","SLOAN, JESSICA",(661) 822-8140,20110 PARK ROAD,TEHACHAPI,CA,93561,KERN,12,9,CLOSED,11/10/2014,8/15/2023,5252025
child_care_centers,376701353,JUMP PRESCHOOL INC,JUMP PRESCHOOL INC,DENISE GARCIA,(619) 303-1541,3327 KENORA DRIVE,SPRING VALLEY,CA,91977,SAN DIEGO,20,8,CLOSED,3/1/2018,1/11/2022,5252025
child_care_centers,434406742,K'S QUALITY CHILD DEVELOPMENT CENTER INC.,K'S QUALITY CHILD DEVELOPMENT CENTER INC.,KOKAB GHOLAMIPOUR,(408) 377-6660,15063 UNION AVENUE,SAN JOSE,CA,95124,SANTA CLARA,7,10,CLOSED,2/4/2004,1/23/2022,5252025
child_care_centers,384004648,KANGAROOS PRESCHOOL CENTERS LLC-INFANT,KANGAROOS PRESCHOOL CENTERS LLC,"SHTERN, NATELLA",(415) 664-8080,298 MONTEREY BLVD.,SAN FRANCISCO,CA,94131,SAN FRANCISCO,5,12,CLOSED,,3/2/2023,5252025
child_care_centers,393608186,KIDDIE KINGDOM,UNITED PENTECOSTAL CHURCH OF STOCKTON,"STURDIVAN, DELORES",(209) 462-3730,1121 SOUTH ORO AVENUE,STOCKTON,CA,95215,SAN JOAQUIN,53,8,CLOSED,5/29/2002,8/9/2023,5252025
child_care_centers,343621879,KIDDY CLUB,"REID, MARLETT","REID, MARLETT",(916) 617-7248,5230 EHRHARDT AVENUE,SACRAMENTO,CA,95823,SACRAMENTO,3,12,CLOSED,7/11/2017,5/30/2020,5252025
child_care_centers,343615413,KIDZ COME FIRST CHILD DEVELOPMENT,"STIGELMAYER, STEPHEN","VASQUEZ, NANCY",(209) 744-2600,10374 TWIN CITIES ROAD,GALT,CA,95632,SACRAMENTO,53,12,CLOSED,12/4/2008,3/31/2025,5252025
child_care_centers,45408184,KINDER KIDS,"MENDONCA, NEYSA","MENDONCA, NEYSA",(530) 514-2630,2485 ESPLANADE,CHICO,CA,95973,BUTTE,13,8,CLOSED,,1/20/2023,5252025
child_care_centers,410509666,KINDERCOURT-INFANT,"KINDERCOURT, INC.","LEAVITT, RICHARD",(650) 344-6612,211 SO. DELAWARE,SAN MATEO,CA,94401,SAN MATEO,5,8,CLOSED,4/23/1990,6/15/2021,5252025
child_care_centers,376701468,KINDERLAND MONTESSORI - INFANT,"VALENCIA, CAROLINA & VANESSA",CAROLINA VALENCIA,(619) 479-4007,625 OTAY LAKES ROAD,CHULA VISTA,CA,91913,SAN DIEGO,20,12,CLOSED,10/5/2020,4/1/2025,5252025
child_care_centers,376105134,KINDERLY LLC-INFANT,ASAD AAZAMI,CLARA LORRABAQUIO,(619) 493-6266,5703 OBERLIN DRIVE STE 106,SAN DIEGO,CA,92121,SAN DIEGO,51,8,CLOSED,,10/2/2023,5252025
child_care_centers,173010409,KONOCTI USD CHILD DEVELOPMENT CENTER-INFANT,KONOCTI UNIFIED SCHOOL DISTRICT,ANGEL COPPA,(707) 994-6475,9345 WINCHESTER STREET,LOWER LAKE,CA,95457,LAKE,1,8,CLOSED,5/11/2023,8/4/2023,5252025
child_care_centers,364846076,KUMAR CHILD CARE,NAVEEN KUMAR MADAPATI,"LEWIS, STACI",(909) 575-7766,14260 CHINO HILLS PKWY,CHINO HILLS,CA,91709,SAN BERNARDINO,9,12,CLOSED,,6/30/2022,5252025
child_care_centers,414004846,L'ACADEMY PRESCHOOL OF SAN MATEO,IMMERSION 5 LLC,"HENDRIX, RACHEL",(650) 315-2655,608 N EL CAMINO REAL,SAN MATEO,CA,94401,SAN MATEO,5,8,CLOSED,,10/18/2021,5252025
child_care_centers,198000610,LAC+USC EMPLOYEES' CHILDREN'S CENTER,CHILD DEVELOPMENT CONSORTIUM OF LOS ANGELES,MARIA FRANCISCA AVILA,(323) 226-2201,1401 N. MISSION ROAD,LOS ANGELES,CA,90033,LOS ANGELES,33,12,CLOSED,9/12/1994,6/1/2023,5252025
child_care_centers,367750012,LAKESIDE ACADEMY,"ASPIRE ECE, INC",JENNIFER ROSA,(760) 245-8680,12303 RIDGECREST ROAD,VICTORVILLE,CA,92395,SAN BERNARDINO,12,12,CLOSED,10/26/2018,6/11/2021,5252025
child_care_centers,10212101,LANEY COLLEGE CHILDREN'S CENTER,PERALTA COMMUNITY COLLEGE DISTRICT,ERICA HARRELL,(510) 464-3575,900 FALLON STREET,OAKLAND,CA,94607,ALAMEDA,2,12,INACTIVE,12/4/1989,,5252025
child_care_centers,185406157,LASSEN COMMUNITY COLLEGE INFANT CENTER,LASSEN COMMUNITY COLLEGE DISTRICT,"GREER, LAURA",(530) 251-8843,478-200 HWY 139,SUSANVILLE,CA,96130,LASSEN,13,6,CLOSED,1/23/2012,8/11/2020,5252025
child_care_centers,304370047,"LEARNING EXPERIENCE EARLY EDUCATION CENTER, THE","MC CALL, PAULINE","MCCALL, PAULINE",(949) 770-9901,23421 MADERO,MISION VIEJO,CA,92691,ORANGE,6,11,CLOSED,8/29/2003,7/24/2024,5252025
child_care_centers,334842314,"LEARNING EXPERIENCE, THE",KIRSCH GROUP LLC,MICHELLE SOLORIO,(951) 817-8817,12754 LIMONITE AVENUE,EASTVALE,CA,92880,RIVERSIDE,9,12,CLOSED,8/29/2013,6/22/2020,5252025
child_care_centers,197493736,LEARNING PLAYHOUSE INFANT PRESCHOOL,ALMA TATLONGHARI,ALMA TATLONGHARI,(818) 376-1221,13645 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,58,8,CLOSED,4/12/2018,4/3/2024,5252025
child_care_centers,343623782,LEARNING TO LOVE DEVELOPMENT CENTER LLC,LEARNING TO LOVE DEVELOPMENT CENTER LLC,ANGEL BOONE,(916) 475-1622,4340 STOCKTON BLVD,SACRAMENTO,CA,95820,SACRAMENTO,3,10,CLOSED,4/23/2021,3/14/2024,5252025
child_care_centers,376700952,LEGACY OF LEARNING CENTER - INFANT,"CHRIST GOSPEL TABERNACLE, INCORPORATED",TINA GILMORE,(619) 764-5305,4848 SEMINOLE DRIVE,SAN DIEGO,CA,92115,SAN DIEGO,51,11,CLOSED,11/5/2012,8/31/2022,5252025
child_care_centers,376701385,LEPORT ENCINITAS INFANT,STRATFORD SCHOOL INC.,MANOHA RATNAYAKE,(408) 973-7337,520 BALOUR DRIVE,ENCINITAS,CA,92024,SAN DIEGO,51,4,CLOSED,10/23/2018,12/18/2020,5252025
child_care_centers,376700574,LISA'S LIL TIKES - INFANT,LISA'S LIL TIKES PRESCHOOL CORP.,LISA DANIELS,(619) 460-6432,4351 PARKS AVENUE,LA MESA,CA,91941,SAN DIEGO,20,8,CLOSED,11/17/2008,6/27/2022,5252025
child_care_centers,444413865,LITTLE ACORNS MONTESSORI,"KINSPIRATION, INC",HOLLIS MEYER DELANCEY,(831) 464-9330,1215 CHANTICLEER AVE,SANTA CRUZ,CA,95062,SANTA CRUZ,7,8,CLOSED,2/3/2014,9/3/2024,5252025
child_care_centers,475408151,LITTLE CAMPERS CHILD CARE CENTER,HAPPY CAMP COMMUNITY ACTION INC.,"YEAGER, ABIGAIL",(530) 493-5117,"38 PARK WAY, SUITE C",HAPPY CAMP,CA,96039,SISKIYOU,13,4,CLOSED,8/19/2022,8/2/2024,5252025
child_care_centers,434414597,LITTLE CITIZENS CHRISTIAN PRESCHOOL AND DAYCARE,DENISE MARTINEZ,DENISE MARTINEZ,(408) 335-3200,5102 ALUM ROCK AVENUE,SAN JOSE,CA,95127,SANTA CLARA,7,8,CLOSED,9/3/2015,9/1/2021,5252025
child_care_centers,274417140,LITTLE EXPLORERS ACADEMY,"MONTEREY CO OFFICE OF ED, EARLY LEARNING PROGRAM",MONICA CANO,(831) 755-0352,"20 SHERWOOD PLACE, ROOM V2",SALINAS,CA,93906,MONTEREY,7,12,CLOSED,,1/3/2024,5252025
child_care_centers,197750086,LITTLE EXPLORERS PRESCHOOL CENTER,ASHLEY ALVA,ASHLEY ALVA,(661) 522-3555,44832 CEDAR AVE,LANCASTER,CA,93534,LOS ANGELES,12,4,CLOSED,,6/8/2020,5252025
child_care_centers,293625440,LITTLE GEMS OF THE SIERRA,AMY WARREN,"WARREN, AMY",(530) 563-8905,2001 NORTHSTAR DR,TRUCKEE,CA,96161,NEVADA,3,8,CLOSED,,2/28/2024,5252025
child_care_centers,274415254,LITTLE RAINBOW DAY CARE,MARISELA LOPEZ,MARISELA LOPEZ,(831) 633-2932,11284 MERRITT STREET UNIT C,CASTROVILLE,CA,95012,MONTEREY,7,10,CLOSED,7/13/2018,7/31/2020,5252025
child_care_centers,198020963,LITTLE SEED CHILD DEVELOPMENT CENTER,JESUS LOVES CHILDREN MISSION GROUP DBA LITTLE SEED,BO MA,(626) 551-8228,630 N. RODEO WAY,WALNUT,CA,91789,LOS ANGELES,33,10,CLOSED,,5/12/2022,5252025
child_care_centers,283010043,LITTLE SUNSHINE LEARNING CENTER-INFANT,LITTLE SUNSHINE LEARNING CENTER LLC,"WHITESIDE, JULIETA",(702) 786-2237,15 WOODLAND ROAD,ST. HELENA,CA,94574,NAPA,1,4,CLOSED,3/26/2021,7/13/2022,5252025
child_care_centers,45404350,LITTLE TREASURES,"NITZEN, MICHELLE","NITZEN, MICHELLE",(530) 345-3415,2010 NOTRE DAME BLVD.,CHICO,CA,95928,BUTTE,13,8,CLOSED,4/6/2005,3/28/2022,5252025
child_care_centers,434416376,LITTLE TREE PLAYSCHOOL,NEW CREATION LUTHERAN CHURCH OF SAN JOSE,RACHELE WRIGHT,(408) 972-9200,7275 SANTA TERESA BOULEVARD,SAN JOSE,CA,95139,SANTA CLARA,7,8,CLOSED,8/12/2019,5/20/2021,5252025
child_care_centers,153808833,LITTLE WONDER'S ENLIGHTENING PRESCHOOL,"LITTLE WONDER'S ENLIGHTENING PRESCHOOL, INC.","TORBRON, TONI",(661) 679-4060,12438 ROSEDALE HIGHWAY,BAKERSFIELD,CA,93312,KERN,57,12,CLOSED,12/31/2013,11/10/2022,5252025
child_care_centers,45405685,LITTLEFOOT DAYCARE - INFANT,"LITTLEFOOT DAYCARE, INC.","WRIGHT, LINDA",(530) 345-3128,2022 FRANKLIN ST.,CHICO,CA,95928,BUTTE,13,8,CLOSED,8/27/2009,6/1/2021,5252025
child_care_centers,93622073,LTUSD INFANT PROGRAM,LAKE TAHOE UNIFIED SCHOOL DISTRICT,"WESSELL, BILLY",(530) 541-2850,1735 LAKE TAHOE BLVD,SOUTH LAKE TAHOE,CA,96150,EL DORADO,3,10,CLOSED,10/17/2017,8/24/2022,5252025
child_care_centers,197750090,MAGIC CAROUSEL MONTESSORI PRESCHOOL 2,RANJAYA INC,THUSHARI/JIRANJANI,(818) 912-1512,28200 BOUQUET CANYON ROAD #12,SANTA CLARITA,CA,91350,LOS ANGELES,12,12,CLOSED,,7/8/2020,5252025
child_care_centers,163808797,MARGARET CRAWFORD EARLY HEAD START CENTER,"K.C.A.O., INC.","CORDERO, DENISE",(559) 582-4205,10918 12TH AVENUE,HANFORD,CA,93230,KINGS,57,8,CLOSED,8/29/2013,2/13/2023,5252025
child_care_centers,384001297,MARIN DAY SCHOOLS - 1390 MARKET STREET CAMPUS,"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",RACHEL HENDRIX,(415) 431-2201,"1390 MARKET STREET,#108",SAN FRANCISCO,CA,94102,SAN FRANCISCO,5,12,CLOSED,10/17/2003,7/6/2021,5252025
child_care_centers,197415070,MARYS TENDER LOVIN' CARE,"JONES, MARY RUTH","JONES, MARY",(323) 291-9843,4000 VAN NESS AVENUE,LOS ANGELES,CA,90062,LOS ANGELES,54,10,CLOSED,3/7/2008,1/31/2022,5252025
child_care_centers,10212103,MERRITT COLLEGE CHILDREN'S CENTER,PERALTA COMMUNITY COLLEGE DISTRICT,"WANDSCHNEIDER,S",(510) 531-4911,12500 CAMPUS DRIVE,OAKLAND,CA,94619,ALAMEDA,2,12,INACTIVE,12/4/1989,,5252025
child_care_centers,304370705,MESA VERDE PRE-SCHOOL,"BERGUM GROUP HOMES, INC.","GUERRERO, CHRISTINA",(714) 513-1686,3013 DEODAR AVENUE,COSTA MESA,CA,92626,ORANGE,6,8,CLOSED,7/14/2011,4/13/2021,5252025
child_care_centers,197495309,MICHELLE'S BACKYARD HAWTHORNE,MICHELLE'S BACKYARD LLC,MICHELLE DICKINSON,(310) 386-2373,13560 HAWTHORNE BLVD,HAWTHORNE,CA,90250,LOS ANGELES,30,11,CLOSED,10/26/2023,11/1/2024,5252025
child_care_centers,434410810,MINI INFANT CENTER,PALO ALTO COMMUNITY CHILD CARE,"PARKER, LUCRECIA",(650) 493-2361,3149 WAVERLY STREET,PALO ALTO,CA,94306,SANTA CLARA,52,12,CLOSED,7/1/2009,11/20/2020,5252025
child_care_centers,493010068,MISS DAWN'S DAYCARE LLC-INFANT,"WARWICK, DAWN M.","WARWICK, DAWN",(707) 849-7318,1180 ELVERA STREET,ROHNERT PARK,CA,94928,SONOMA,1,4,CLOSED,,9/20/2021,5252025
child_care_centers,198400423,MONARCH ACADEMY PRESCHOOL,"ALMA MORALES, THERESA MARTIN & STEPHANIE TICAS","MORALES, A/MARTIN, T/TICAS",(323) 572-8722,973 E. 43RD ST. RM# 103 & 104,LOS ANGELES,CA,90011,LOS ANGELES,54,10,CLOSED,,11/23/2021,5252025
child_care_centers,304371543,MONARCH MONTESSORI CENTER,GUIDING NATURE INC.,"WU, SUE-LYNN",(714) 528-0831,17550 YORBA LINDA BLVD.,YORBA LINDA,CA,92886,ORANGE,6,12,CLOSED,,12/9/2021,5252025
child_care_centers,13421423,MONROES LEARNING CENTER,"MONROE-MITCHELL, CHARLENE","MONROE-MITCHELL, CHARLENE",(510) 590-1871,3415 MAPLE AVE,OAKLAND,CA,94602,ALAMEDA,2,9,INACTIVE,1/6/2015,,5252025
child_care_centers,343620636,MONTESSORI COUNTRY DAY AT RIVERLAKE,"MONTESSORY COUNTRY DAY AT RIVERLAKE, INC.","RUIZ, MARTHA",(916) 394-0701,7575 RUSH RIVER DRIVE,SACRAMENTO,CA,95831,SACRAMENTO,3,12,CLOSED,9/1/2015,3/26/2025,5252025
child_care_centers,376701305,MONTESSORI SCHOOL OF OCEANSIDE #3 - INFANT CENTER,NARAYAN SEVA INC.,WATHSALA NAOTUNNA,(760) 722-0243,3965 MISSION AVENUE SUITE 4-5,OCEANSIDE,CA,92058,SAN DIEGO,10,12,CLOSED,8/1/2017,1/25/2023,5252025
child_care_centers,376300005,MONTESSORI SCHOOL OF SAN MARCOS,MESSINGER MONTESSORI LLC.,THILINIE MESSINGER,(760) 891-0580,800 WEST MISSION ROAD,SAN MARCOS,CA,92069,SAN DIEGO,51,7,CLOSED,7/26/2019,3/5/2024,5252025
child_care_centers,376700901,MORSE CHILD DEVELOPMENT CENTER - INFANT,SAN DIEGO UNIFIED SCHOOL,VALERIE FOSTER-MCGINTY,(619) 510-4700,6905 SKYLINE DRIVE,SAN DIEGO,CA,92114,SAN DIEGO,20,13,CLOSED,1/8/2013,5/22/2024,5252025
child_care_centers,93614391,MS. LISA'S MONTESSORI,"HAYES, LISA ELIZABETH","HAYES, LISA",(530) 676-9393,2558 GREENWOOD LANE,CAMERON PARK,CA,95682,EL DORADO,3,10,CLOSED,8/14/2007,4/25/2023,5252025
child_care_centers,198021316,MWPCCC - TINY DOTS EARLY EDUCATION CENTER,MOUNT WASHINGTON PRESCH. AND CHILD CARE CENTER INC,MICHELLE D. JOHNSON,(213) 897-0049,100 SOUTH MAIN STREET STE.130,LOS ANGELES,CA,90012,LOS ANGELES,33,13,CLOSED,,2/20/2024,5252025
child_care_centers,566216727,"MY DESTINY PRE-SCHOOL & CHILD CARE CENTER, INC","MY DESTINY PRE-SCHOOL & CHILD CARE CENTER, INC",YOLANDA JACKSON,(310) 462-6348,53 MOODY COURT,THOUSAND OAKS,CA,91360,VENTURA,17,5,CLOSED,12/21/2023,7/31/2024,5252025
child_care_centers,13414235,MY SPACE TO GROW,"CASTAIN, CYNTHIA","CASTAIN, CYNTHIA",(925) 829-4063,7197 AMADOR VALLEY BOULEVARD,DUBLIN,CA,94568,ALAMEDA,52,8,CLOSED,3/4/1999,2/5/2024,5252025
child_care_centers,197495040,MY SUNSHINE PRESCHOOL,KUMUDUNI SILVA,KUMUDUNI SILVA,(323) 730-6657,3615 OVERLAND AVENUE,LOS ANGELES,CA,90034,LOS ANGELES,30,12,CLOSED,,6/16/2022,5252025
child_care_centers,343623536,"NATURE'S LAB SCHOOL, LLC","ANDERSON, SILVIA M.","ANDERSON, SILVIA",(916) 642-9291,6201 WINDING WAY,CARMICHAEL,CA,95608,SACRAMENTO,3,6,CLOSED,11/20/2020,12/7/2021,5252025
child_care_centers,430702323,NEIGHBORHOOD INFANT-TODDLER CENTER,PALO ALTO COMMUNITY CHILD CARE,MELISSA STEPHENS,(650) 321-3493,311 NORTH CALIFORNIA AVENUE,PALO ALTO,CA,94301,SANTA CLARA,52,12,CLOSED,12/2/1994,5/9/2025,5252025
child_care_centers,283009076,NEW BEGINNINGS CHILDCARE,NAPA VALLEY UNIFIED SCHOOL DISTRICT,"CHUBBS, AUDREY",(707) 253-3406,1600 LINCOLN AVENUE,NAPA,CA,94558,NAPA,1,10,CLOSED,10/1/2015,6/1/2020,5252025
child_care_centers,406215823,NIPOMO RECREATION LITTLE BITS PRESCHOOL,NIPOMO RECREATION,MIRANDA AGUILAR,(805) 929-5437,151 WEST DANA SUITE 101,NIPOMO,CA,93444,SAN LUIS OBISPO,17,12,CLOSED,8/16/2019,7/1/2022,5252025
child_care_centers,198400919,NOAH'S PLACE LA-WESTERN,"CARDENAS, YECENIA","CARDENAS, YECENIA",(425) 314-5866,5022 S WESTERN AVENUE,LOS ANGELES,CA,90062,LOS ANGELES,54,12,CLOSED,,4/15/2024,5252025
child_care_centers,334844308,NORCO MONTESSORI SCHOOL,"MEDGANGODA, SHAMALEE",NATASHA ABU-ATA,(951) 279-3454,"2200 HAMNER AVE, SUITE 110",NORCO,CA,92860,RIVERSIDE,9,8,CLOSED,6/28/2017,4/15/2022,5252025
child_care_centers,334845965,NORCO MONTESSORI SCHOOL,"NORCO MONTESSORI SCHOOL,INC",MARIA CELESTE TEEL,(951) 279-3454,2200 HAMNER AVE SUITE 110,NORCO,CA,92860,RIVERSIDE,9,8,CLOSED,,11/5/2021,5252025
child_care_centers,214005457,NORTH MARIN COMMUNITY SERVICES (INF),NORTH MARIN COMMUNITY SERVICES,CHERYL PADDACK,(415) 892-1643,680 WILSON AVE,NOVATO,CA,94947,MARIN,5,8,INACTIVE,8/8/2018,,5252025
child_care_centers,197419431,NORTHRIDGE NEIGHBORHOOD PRESCHOOL & INFANT CTR.,"EARLY LEARNING ADVOCATES, LLC.",SANDRA LANZ,(323) 642-8053,8958 BALBOA BOULEVARD,NORTHRIDGE,CA,91325,LOS ANGELES,58,10,CLOSED,12/1/2014,4/23/2021,5252025
child_care_centers,343624005,OAKDALE EARLY LEARNING CENTER,TWIN RIVERS UNIFIED SCHOOL DISTRICT,"""JOHNIQUE ""NIKKI"" MOORE""",(916) 566-3485,3708 MYRTLE AVENUE,NORTH HIGHLANDS,CA,95660,SACRAMENTO,3,8,CLOSED,3/10/2022,11/8/2023,5252025
child_care_centers,376300807,OAKHILL CHILD DEVELOPMENT CENTER NCCS,NORTH COUNTY COMMUNITY SERVICES,"MENDOZA,ZOILA",(760) 739-9195,1317 OAKHILL DRIVE,ESCONDIDO,CA,92027,SAN DIEGO,10,12,CLOSED,,3/6/2024,5252025
child_care_centers,73405626,OLD FIREHOUSE SCHOOL - WALNUT CREEK,DOROTHY STEWART,JUDY HAUS,(925) 934-1507,55 ECKLEY LANE,WALNUT CREEK,CA,94596,CONTRA COSTA,2,8,INACTIVE,9/25/2006,,5252025
child_care_centers,15700567,OLIVE CHILDREN INFANT CENTER WS,OLIVE CHILDREN FOUNDATION,"JEN, JONI",(510) 557-3337,47385 WARM SPRINGS BLVD.,FREMONT,CA,94539,ALAMEDA,52,10,CLOSED,,6/9/2022,5252025
child_care_centers,364846285,OLIVE TREE DAY SCHOOL,"KTR CONSULTING, INC","WEGLEY, KELLY",(909) 987-6264,7690 ARCHIBALD AVE,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO,9,4,CLOSED,9/15/2022,9/24/2024,5252025
child_care_centers,364846114,ONTARIO CHRISTIAN ACADEMY LEARNING INSTITUTE,ONTARIO CHRISTIAN ACADEMY LEARNING INSTITUTE,TERRI BROOKS,(909) 983-5269,1336 N BAKER AVE,ONTARIO,CA,91764,SAN BERNARDINO,9,7,INACTIVE,7/13/2023,,5252025
child_care_centers,304371563,OUR TRIBE OUR VILLAGE CHILDCARE CENTER,OUR TRIBE OUR VILLAGE CHILDCARE CENTER,"MARIN, QUASHANIKA",(562) 999-6783,6441 LINCOLN AVENUE,BUENA PARK,CA,90620,ORANGE,6,8,CLOSED,4/14/2023,10/17/2023,5252025
child_care_centers,197494609,OURLADY OF MALIBU CHURCH AND SCHOOL,REV MATHEW MURPHY,REV. MATHEW MURPHY,(310) 456-8071,3625 S WINTER CANYON RD,MALIBU,CA,90265,LOS ANGELES,58,12,CLOSED,,9/23/2020,5252025
child_care_centers,414003003,PACIFIC RIM INTERNATIONAL SCHOOL (INF),PACIFIC RIM INTERNATIONAL SCHOOL,"CHRISTINIA CHEUNG, EXEC DR",(650) 685-1881,454 PENINSULA AVENUE,SAN MATEO,CA,94401,SAN MATEO,5,12,CLOSED,3/24/2014,3/31/2023,5252025
child_care_centers,45408363,PARKVIEW EARLY LEARNING CENTER,"CONLEY, CHERYL","CONLEY, CHERYL",(530) 828-1128,500 ORIENT ST. SUITE 180,CHICO,CA,95928,BUTTE,13,12,CLOSED,,1/19/2024,5252025
child_care_centers,325407841,PDH CHILD CARE CENTER INF,PLUMAS HOSPITAL DISTRICT,JO DEE READ,(530) 927-7642,204 FAIRGROUNDS RD.,QUINCY,CA,95971,PLUMAS,13,8,CLOSED,2/16/2021,7/30/2021,5252025
child_care_centers,310318850,PENRYN OAKS INFANT CENTER,"GALLAGHER, LILY","GALLAGHER, LILY",(916) 259-6300,3415 PENRYN RD,LOOMIS,CA,95650,PLACER,3,9,CLOSED,9/24/1992,1/10/2022,5252025
child_care_centers,304371141,PILLARS ACADEMY,PILLARS ACADEMY,"KAZI, ZUBEDA",(949) 951-0442,23581 MADERO DR  #104,MISSION VIEJO,CA,92691,ORANGE,6,12,CLOSED,11/9/2016,2/1/2022,5252025
child_care_centers,364841167,PJ HIGGINS CHILD DEVELOPMENT CENTER,"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC","HENDRIX, MICHA",(909) 472-4102,5001 E. PHILADELPHIA STREET,ONTARIO,CA,91761,SAN BERNARDINO,9,8,CLOSED,11/2/2011,10/19/2020,5252025
child_care_centers,304371538,PLACENTIA EARLY HEAD START,ORANGE COUNTY HEAD START,"SMITH, KIM",(714) 632-8787,840 SOUTH MELROSE STREET,PLACENTIA,CA,92870,ORANGE,6,8,INACTIVE,3/14/2022,,5252025
child_care_centers,197750057,PLAYMAKERS PRESCHOOL,MAKER LEARNING NETWORK,"BUTERA, CANDICE",(661) 383-0400,28040 HASLEY CYN RD,CASTAIC,CA,91384,LOS ANGELES,12,7,CLOSED,4/4/2019,5/13/2024,5252025
child_care_centers,325405584,"PORTOLA KIDS, INC. INFANT","PORTOLA KIDS, INC.","KRETH, ELEANOR LUCILE",(530) 832-5678,420-440 NORTH PINE STREET,PORTOLA,CA,96122,PLUMAS,13,10,CLOSED,12/18/2008,9/13/2021,5252025
child_care_centers,566215302,PRINCETON ACADEMY INFANT CARE,GM SOLUTION HOLDINGSD. LLC,CATHERINE SPOCK,(805) 918-7271,1083 SCANDIA AVE.,VENTURA,CA,93004,VENTURA,17,6,CLOSED,12/20/2016,2/16/2022,5252025
child_care_centers,198016621,PRINCETON MONTESSORI ACADEMY,"SUNLAND PRINCETON MONTESSORI, INC.",JULIETA OLIVARES,(626) 794-2244,922 E. MENDOCINO STREET,ALTADENA,CA,91001,LOS ANGELES,33,12,INACTIVE,1/4/2012,,5252025
child_care_centers,198018403,PUREST ACADEMY FOR KIDS INC.- INFANT,"AUSTIN, NICOLE",IVETTE HERNNADEZ,(562) 275-5800,12235 CENTRALIA ST.,LAKEWOOD,CA,90715,LOS ANGELES,54,13,CLOSED,8/19/2015,12/28/2023,5252025
child_care_centers,340312651,RAINBOW DAY CARE - INFANTS,RAINBOW DAY CARE CENTER INC.,SHARON SIMMONS,(916) 448-5231,"901 P STREET, SUITE 155B",SACRAMENTO,CA,95814,SACRAMENTO,3,12,CLOSED,9/7/1989,12/24/2024,5252025
child_care_centers,334845946,REACH ROYALS CHILD DEVELOPMENT CENTER,REACH BRIDGE EXTENDED LEARNING PROGRAMS,"RENTIE,VIRGIE",(951) 295-2171,1085 W LINDEN STREET,RIVERSIDE,CA,92507,RIVERSIDE,9,12,CLOSED,,11/10/2020,5252025
child_care_centers,73408279,"REDWOODS INTERNATIONAL MONTESSORI, THE","REDWOODS INTERNATIONAL MONTESSORI, THE","LILES, RACHEL",(925) 997-7790,2400 OLD CROW CANYON ROAD #A4,SAN RAMON,CA,94583,CONTRA COSTA,52,12,CLOSED,11/27/2019,8/18/2020,5252025
child_care_centers,364842675,"RIGHT TRACK PRESCHOOL & CHILD CARE CTR., THE","VITTO, CYNTHIA",AMANDA HASKINS,(909) 726-1128,6245 PALM AVENUE,SAN BERNARDINO,CA,92407,SAN BERNARDINO,12,6,CLOSED,6/11/2014,5/1/2023,5252025
child_care_centers,574500471,RISE INC,TICO ZENDEJAS & ESTHELA CHAVEZ,TICO ZENDEJAS/ESTHELA CHAV,(530) 787-4110,17050 OMEGA STREET,ESPARTO,CA,95627,YOLO,53,8,CLOSED,,10/28/2021,5252025
child_care_centers,376700868,RISE N SHINE - INFANT,"RISE N SHINE, LLC",MYMIONA JOHNSON,(619) 390-0200,9449 WINTER GARDENS BOULEVARD,LAKESIDE,CA,92040,SAN DIEGO,51,8,CLOSED,1/2/2012,12/6/2022,5252025
child_care_centers,304370625,ROBINHOOD MONTESSORI,"ROBINHOOD MONTESSORI, INC.","KLYMKO, RAMONA",(949) 364-6342,27500 MARGUERITE PARKWAY  #6,MISSION VIEJO,CA,92692,ORANGE,6,12,CLOSED,7/22/2010,6/26/2023,5252025
child_care_centers,198020444,ROSEMEAD CHRISTIAN PRE SCHOOL - INFANT,CANDICE WONG,CANDICE WONG,(626) 237-0082,9032 E. MISSION DRIVE,ROSEMEAD,CA,91770,LOS ANGELES,33,12,CLOSED,6/22/2020,9/30/2024,5252025
