facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date,address_normalized,full_address,fraud_score,fraud_flags,licensee_normalized,license_year
family_child_care_homes,198020859,GIL-CERVANTES FAMILY CHILD CARE,FRANCES RAQUEL GIL-CERVANTES,"GIL-CERVANTES, FRANCES",(562) 556-6798,Unavailable,WHITTIER,CA,90604,LOS ANGELES,33,14,LICENSED,2021-10-15,,5252025,UNAVAILABLE,"UNAVAILABLE, WHITTIER",2,DUPLICATE_ADDRESS; ,FRANCES RAQUEL GIL-CERVANTES,2021.0
family_child_care_homes,336300131,GIL FAMILY CHILD CARE,"GIL, ELIZABETH & GIL,NELIDA","GIL,E & GIL, N",(951) 672-0389,Unavailable,MENIFEE,CA,92584,RIVERSIDE,10,14,LICENSED,2020-05-11,,5252025,UNAVAILABLE,"UNAVAILABLE, MENIFEE",2,DUPLICATE_ADDRESS; ,"GIL, ELIZABETH & GIL,NELIDA",2020.0
family_child_care_homes,336300232,GILBERT FAMILY CHILD CARE,GLORIA GILBERT,GLORIA GILBERT,(951) 238-1679,Unavailable,PERRIS,CA,92571,RIVERSIDE,10,14,LICENSED,2021-03-16,,5252025,UNAVAILABLE,"UNAVAILABLE, PERRIS",2,DUPLICATE_ADDRESS; ,GLORIA GILBERT,2021.0
family_child_care_homes,515408212,"GILCHRIST, NATALIE FAMILY CHILD CARE HOME","GILCHRIST, NATALIE","GILCHRIST, NATALIE",(707) 498-8986,Unavailable,YUBA CITY,CA,95991,SUTTER,13,14,LICENSED,2022-12-14,,5252025,UNAVAILABLE,"UNAVAILABLE, YUBA CITY",2,DUPLICATE_ADDRESS; ,"GILCHRIST, NATALIE",2022.0
family_child_care_homes,394500515,"GILLUM, DENISHA","GILLUM, DENISHA","GILLUM, DENISHA",(209) 955-9942,Unavailable,STOCKTON,CA,95207,SAN JOAQUIN,53,14,LICENSED,2021-11-24,,5252025,UNAVAILABLE,"UNAVAILABLE, STOCKTON",2,DUPLICATE_ADDRESS; ,"GILLUM, DENISHA",2021.0
family_child_care_homes,15700129,"GIL, ANDREA","GIL, ANDREA","GIL, ANDREA",(925) 699-8803,Unavailable,SAN LEANDRO,CA,94577,ALAMEDA,52,14,LICENSED,2020-05-26,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN LEANDRO",2,DUPLICATE_ADDRESS; ,"GIL, ANDREA",2020.0
family_child_care_homes,197494944,GIRON FAMILY CHILD CARE,DAYSI GIRON,DAYSI GIRON,(818) 730-3682,Unavailable,VAN NUYS,CA,91406,LOS ANGELES,58,14,LICENSED,2022-01-26,,5252025,UNAVAILABLE,"UNAVAILABLE, VAN NUYS",2,DUPLICATE_ADDRESS; ,DAYSI GIRON,2022.0
family_child_care_homes,343623767,"GLAZAR, NICOLE","GLAZAR, NICOLE","GLAZAR, NICOLE",(219) 384-1228,Unavailable,FAIR OAKS,CA,95628,SACRAMENTO,3,14,LICENSED,2020-11-10,,5252025,UNAVAILABLE,"UNAVAILABLE, FAIR OAKS",2,DUPLICATE_ADDRESS; ,"GLAZAR, NICOLE",2020.0
family_child_care_homes,376628688,"GLENN, MYRA FAMILY CHILD CARE","GLENN, MYRA",MYRA GLENN,(619) 635-4740,Unavailable,SPRING VALLEY,CA,91977,SAN DIEGO,20,14,LICENSED,2020-09-15,,5252025,UNAVAILABLE,"UNAVAILABLE, SPRING VALLEY",2,DUPLICATE_ADDRESS; ,"GLENN, MYRA",2020.0
family_child_care_homes,503911280,"GLUKHOVSKIY, KIMBERLY FAMILY CHILD CARE","GLUKHOVSKIY, KIMBERLY","GLUKHOVSKIY, KIMBERLY",(209) 681-4470,Unavailable,MODESTO,CA,95355,STANISLAUS,4,14,LICENSED,2020-06-05,,5252025,UNAVAILABLE,"UNAVAILABLE, MODESTO",2,DUPLICATE_ADDRESS; ,"GLUKHOVSKIY, KIMBERLY",2020.0
family_child_care_homes,336300465,GODINEZ-RAMOS FAMILY CHILD CARE,ALEJANDRA GODINEZ-RAMOS,ALEJANDRA GODINEZ-RAMOS,(760) 698-2924,Unavailable,COACHELLA,CA,92236,RIVERSIDE,10,14,LICENSED,2022-03-07,,5252025,UNAVAILABLE,"UNAVAILABLE, COACHELLA",2,DUPLICATE_ADDRESS; ,ALEJANDRA GODINEZ-RAMOS,2022.0
family_child_care_homes,274416024,"GODINEZ, ALMA","GODINEZ, ALMA",ALMA GODINEZ,(831) 595-9600,Unavailable,SALINAS,CA,93906,MONTEREY,7,14,LICENSED,2021-10-05,,5252025,UNAVAILABLE,"UNAVAILABLE, SALINAS",2,DUPLICATE_ADDRESS; ,"GODINEZ, ALMA",2021.0
family_child_care_homes,344500398,"GOLDEN, STEPHANIE","GOLDEN, STEPHANIE",STEPHANIE GOLDEN,(209) 200-7570,Unavailable,GALT,CA,95632,SACRAMENTO,53,14,LICENSED,2021-05-26,,5252025,UNAVAILABLE,"UNAVAILABLE, GALT",2,DUPLICATE_ADDRESS; ,"GOLDEN, STEPHANIE",2021.0
family_child_care_homes,376629006,"GOLDSBERRY, LEEZLY FAMILY CHILD CARE","GOLDSBERRY, LEEZLY",LEEZLY GOLDSBERRY,(619) 451-6689,Unavailable,SAN YSIDRO,CA,92173,SAN DIEGO,20,14,LICENSED,2020-11-10,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN YSIDRO",2,DUPLICATE_ADDRESS; ,"GOLDSBERRY, LEEZLY",2020.0
family_child_care_homes,304314029,"GOLIPOURSAKEZABADI, ZOHREH","GOLIPOURSAKEZABADI, ZOHREH","GOLIPOURSAKEZABADI, ZOHREH",(714) 932-1381,Unavailable,ORANGE,CA,92869,ORANGE,6,14,LICENSED,2022-08-09,,5252025,UNAVAILABLE,"UNAVAILABLE, ORANGE",2,DUPLICATE_ADDRESS; ,"GOLIPOURSAKEZABADI, ZOHREH",2022.0
family_child_care_homes,543911644,"GOMEZ ARAUJO, BERNARDINA FAMILY CHILD CARE","GOMEZ ARAUJO, BERNARDINA","GOMEZ ARAUJO, BERNARDINA",(559) 837-5881,Unavailable,TULARE,CA,93274,TULARE,57,14,LICENSED,2022-01-31,,5252025,UNAVAILABLE,"UNAVAILABLE, TULARE",2,DUPLICATE_ADDRESS; ,"GOMEZ ARAUJO, BERNARDINA",2022.0
family_child_care_homes,426215912,GOMEZ FAMILY CHILD CARE,"GOMEZ, LILIANA",LILIANA GOMEZ,(805) 406-4091,Unavailable,SANTA MARIA,CA,93455,SANTA BARBARA,17,14,LICENSED,2020-04-30,,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",2,DUPLICATE_ADDRESS; ,"GOMEZ, LILIANA",2020.0
family_child_care_homes,198021106,GOMEZ & CRUZ FAMILY CHILD CARE,"GOMEZ, MARIA & CRUZ, JOSE","GOMEZ, MARIA & CRUZ, JOSE",(310) 968-3948,Unavailable,MONTEBELLO,CA,90640,LOS ANGELES,33,14,LICENSED,2022-12-13,,5252025,UNAVAILABLE,"UNAVAILABLE, MONTEBELLO",2,DUPLICATE_ADDRESS; ,"GOMEZ, MARIA & CRUZ, JOSE",2022.0
family_child_care_homes,543911544,"GOMEZ, ALMA FAMILY CHILD CARE","GOMEZ, ALMA","GOMEZ, ALMA",(559) 334-5308,Unavailable,LINDSAY,CA,93247,TULARE,57,14,LICENSED,2021-08-23,,5252025,UNAVAILABLE,"UNAVAILABLE, LINDSAY",2,DUPLICATE_ADDRESS; ,"GOMEZ, ALMA",2021.0
family_child_care_homes,543911651,"GOMEZ, BERTHA FAMILY CHILD CARE","GOMEZ, BERTHA","GOMEZ, BERTHA",(559) 467-9794,Unavailable,TULARE,CA,93274,TULARE,57,14,LICENSED,2022-01-17,,5252025,UNAVAILABLE,"UNAVAILABLE, TULARE",2,DUPLICATE_ADDRESS; ,"GOMEZ, BERTHA",2022.0
family_child_care_homes,376628572,"GOMEZ, CINTHYA FAMILY CHILD CARE","GOMEZ, CINTHYA",CINTHYA GOMEZ,(619) 253-7472,Unavailable,CHULA VISTA,CA,91913,SAN DIEGO,20,14,LICENSED,2020-05-14,,5252025,UNAVAILABLE,"UNAVAILABLE, CHULA VISTA",2,DUPLICATE_ADDRESS; ,"GOMEZ, CINTHYA",2020.0
family_child_care_homes,367700220,GONCALVEZ DE BROWN FAMILY CHILD CARE,ANA GONCALVEZ DE BROWN,ANA GONCALVEZ DE BROWN,(760) 475-7680,Unavailable,VICTORVILLE,CA,92392,SAN BERNARDINO,12,14,LICENSED,2021-07-29,,5252025,UNAVAILABLE,"UNAVAILABLE, VICTORVILLE",2,DUPLICATE_ADDRESS; ,ANA GONCALVEZ DE BROWN,2021.0
family_child_care_homes,214005611,"GONCHAROUK, IRINA","GONCHAROUK, IRINA","GONCHAROUK, IRINA",(415) 990-3911,Unavailable,SAN RAFAEL,CA,94901,MARIN,5,14,LICENSED,2022-07-29,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN RAFAEL",2,DUPLICATE_ADDRESS; ,"GONCHAROUK, IRINA",2022.0
family_child_care_homes,304313838,"GONGORA VALENCIA, MARIA DEL MAR","GONGORA VALENCIA, MARIA DEL MAR","GONGORA VALENCIA, MARIA DE",(201) 895-0825,Unavailable,BUENA PARK,CA,90621,ORANGE,6,14,LICENSED,2021-01-21,,5252025,UNAVAILABLE,"UNAVAILABLE, BUENA PARK",2,DUPLICATE_ADDRESS; ,"GONGORA VALENCIA, MARIA DEL MAR",2021.0
family_child_care_homes,394500666,"GONZALES-GRAY, DENYSE","GONZALES-GRAY, DENYSE",DENYSE GONZALES-GRAY,(209) 981-5736,Unavailable,STOCKTON,CA,95219,SAN JOAQUIN,53,14,LICENSED,2022-10-10,,5252025,UNAVAILABLE,"UNAVAILABLE, STOCKTON",2,DUPLICATE_ADDRESS; ,"GONZALES-GRAY, DENYSE",2022.0
family_child_care_homes,343623675,"GONZALES, BEVERLYN",BEVERLYN GONZALES,"GONZALES, BEVERLYN",(916) 686-9003,Unavailable,SACRAMENTO,CA,95829,SACRAMENTO,3,14,LICENSED,2020-09-22,,5252025,UNAVAILABLE,"UNAVAILABLE, SACRAMENTO",2,DUPLICATE_ADDRESS; ,BEVERLYN GONZALES,2020.0
family_child_care_homes,515407734,GONZALEZ-PEREZ AGUILERA FAMILY CHILD CARE HOME,"GONZALEZ, JEIMNY & PEREZ-AGUILERA JOSE CRUZ","GONZALEZ, JEIMNY & PEREZ-A",(530) 933-8476,Unavailable,YUBA CITY,CA,95993,SUTTER,13,14,LICENSED,2020-07-30,,5252025,UNAVAILABLE,"UNAVAILABLE, YUBA CITY",2,DUPLICATE_ADDRESS; ,"GONZALEZ, JEIMNY & PEREZ-AGUILERA JOSE CRUZ",2020.0
family_child_care_homes,376629204,"GONZALEZ-SALDANA, ORALIA FAMILY CHILD CARE","GONZALEZ-SALDANA, ORALIA",ORALIA GONZALEZ-SALDANA,(619) 841-5108,Unavailable,CHULA VISTA,CA,91910,SAN DIEGO,20,14,LICENSED,2021-10-13,,5252025,UNAVAILABLE,"UNAVAILABLE, CHULA VISTA",2,DUPLICATE_ADDRESS; ,"GONZALEZ-SALDANA, ORALIA",2021.0
family_child_care_homes,283009948,"GONZALEZ-SANCHEZ, CYNTHIA FCCH","GONZALEZ-SANCHEZ, CYNTHIA","GONZALEZ-SANCHEZ, CYNTHIA",(707) 210-7299,Unavailable,NAPA,CA,94559,NAPA,1,14,LICENSED,2020-08-31,,5252025,UNAVAILABLE,"UNAVAILABLE, NAPA",2,DUPLICATE_ADDRESS; ,"GONZALEZ-SANCHEZ, CYNTHIA",2020.0
family_child_care_homes,543911685,"GONZALEZ-SAUCEDO, MIRNA FAMILY CHILD CARE","GONZALEZ-SAUCEDO, MIRNA","GONZALEZ-SAUCEDO, MIRNA",(832) 483-1162,Unavailable,TULARE,CA,93274,TULARE,57,14,LICENSED,2022-01-19,,5252025,UNAVAILABLE,"UNAVAILABLE, TULARE",2,DUPLICATE_ADDRESS; ,"GONZALEZ-SAUCEDO, MIRNA",2022.0
family_child_care_homes,274415959,"GONZALEZ ANAYA, ARACELI","GONZALEZ ANAYA, ARACELI",ARACEI GONZALEZ ANAYA,(831) 789-5946,Unavailable,SOLEDAD,CA,93960,MONTEREY,7,14,LICENSED,2020-10-07,,5252025,UNAVAILABLE,"UNAVAILABLE, SOLEDAD",2,DUPLICATE_ADDRESS; ,"GONZALEZ ANAYA, ARACELI",2020.0
family_child_care_homes,493010153,"GONZALEZ DE DIOS, MAURINA FCCH",GONZALEZ DE DIOS MAURINA,"GONZALEZ DE DIOS, MAURIDA",(707) 703-3925,Unavailable,ROHNERT PARK,CA,94928,SONOMA,1,14,LICENSED,2022-12-19,,5252025,UNAVAILABLE,"UNAVAILABLE, ROHNERT PARK",2,DUPLICATE_ADDRESS; ,GONZALEZ DE DIOS MAURINA,2022.0
family_child_care_homes,334846206,GONZALEZ FAMILY CHILD CARE,"GONZALEZ, SUSANA",SUSANA GONZALEZ,(951) 333-5606,Unavailable,EASTVALE,CA,91752,RIVERSIDE,9,14,LICENSED,2022-05-04,,5252025,UNAVAILABLE,"UNAVAILABLE, EASTVALE",2,DUPLICATE_ADDRESS; ,"GONZALEZ, SUSANA",2022.0
family_child_care_homes,157700067,GONZALEZ FAMILY CHILD CARE,JOANNA GONZALEZ,JOANNA GONZALEZ,(661) 932-5368,Unavailable,ARVIN,CA,93203,KERN,12,14,LICENSED,2022-12-06,,5252025,UNAVAILABLE,"UNAVAILABLE, ARVIN",2,DUPLICATE_ADDRESS; ,JOANNA GONZALEZ,2022.0
family_child_care_homes,198021105,GONZALEZ FAMILY CHILD CARE,ELIZABETH GONZALEZ,"GONZALEZ, ELIZABETH",(626) 652-9723,Unavailable,POMONA,CA,91768,LOS ANGELES,33,14,LICENSED,2022-10-25,,5252025,UNAVAILABLE,"UNAVAILABLE, POMONA",2,DUPLICATE_ADDRESS; ,ELIZABETH GONZALEZ,2022.0
family_child_care_homes,434416011,"GONZALEZ SIVIRA, EXIS","GONZALEZ SIVIRA, EXIS",EXIS GONZALEZ SIVIRA,(408) 771-9348,Unavailable,SANTA CLARA,CA,95051,SANTA CLARA,7,14,LICENSED,2021-10-19,,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA CLARA",2,DUPLICATE_ADDRESS; ,"GONZALEZ SIVIRA, EXIS",2021.0
family_child_care_homes,198400544,GONZALEZ & GONZALEZ FAMILY CHILD CARE,"Y GONZALEZ, MA GONZALEZ",YESENIA GONZALEZ,(562) 881-9341,Unavailable,LONG EACH,CA,90807,LOS ANGELES,54,14,LICENSED,2022-04-11,,5252025,UNAVAILABLE,"UNAVAILABLE, LONG EACH",0,,"Y GONZALEZ, MA GONZALEZ",2022.0
family_child_care_homes,376628582,"GONZALEZ, DIANA FAMILY CHILD CARE","GONZALEZ, DIANA",DIANA GONZALEZ,(619) 665-3768,Unavailable,SAN DIEGO,CA,92114,SAN DIEGO,20,14,LICENSED,2020-07-06,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",2,DUPLICATE_ADDRESS; ,"GONZALEZ, DIANA",2020.0
family_child_care_homes,105620023,"GONZALEZ, ELIAZAR FAMILY CHILD CARE","GONZALEZ, ELIAZAR","GONZALEZ, ELIAZAR",(559) 356-6512,Unavailable,REEDLEY,CA,93654,FRESNO,57,14,LICENSED,2022-09-19,,5252025,UNAVAILABLE,"UNAVAILABLE, REEDLEY",2,DUPLICATE_ADDRESS; ,"GONZALEZ, ELIAZAR",2022.0
family_child_care_homes,214005606,"GONZALEZ, ELIZABETH","GONZALEZ, ELIZABETH","GONZALEZ, ELIZABETH",(323) 399-5263,Unavailable,NOVATO,CA,94945,MARIN,5,14,LICENSED,2022-04-14,,5252025,UNAVAILABLE,"UNAVAILABLE, NOVATO",2,DUPLICATE_ADDRESS; ,"GONZALEZ, ELIZABETH",2022.0
family_child_care_homes,243911922,"GONZALEZ, GLORIA FAMILY CHILD CARE","GONZALEZ, GLORIA","GONZALEZ, GLORIA",(408) 512-9481,Unavailable,LOS BANOS,CA,93635,MERCED,4,14,LICENSED,2022-11-07,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS BANOS",2,DUPLICATE_ADDRESS; ,"GONZALEZ, GLORIA",2022.0
family_child_care_homes,376628579,"GONZALEZ, GUILLERMINA FAMILY CHILD CARE","GONZALEZ, GUILLERMINA",GUILLERMINA GONZALEZ,(619) 245-8499,Unavailable,SAN DIEGO,CA,92114,SAN DIEGO,20,14,LICENSED,2020-03-10,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",2,DUPLICATE_ADDRESS; ,"GONZALEZ, GUILLERMINA",2020.0
family_child_care_homes,173010078,"GONZALEZ, ITZAYANA FCCH","GONZALEZ, ITZAYANA","GONZALEZ, ITZAYANA",(707) 295-2450,Unavailable,CLEARLAKE,CA,95422,LAKE,1,14,LICENSED,2021-06-09,,5252025,UNAVAILABLE,"UNAVAILABLE, CLEARLAKE",2,DUPLICATE_ADDRESS; ,"GONZALEZ, ITZAYANA",2021.0
family_child_care_homes,343623401,"GONZALEZ, ITZEL","GONZALEZ, ITZEL","GONZALEZ, ITZEL",(916) 487-1923,Unavailable,SACRAMENTO,CA,95864,SACRAMENTO,3,14,LICENSED,2020-01-02,,5252025,UNAVAILABLE,"UNAVAILABLE, SACRAMENTO",2,DUPLICATE_ADDRESS; ,"GONZALEZ, ITZEL",2020.0
family_child_care_homes,376629445,"GONZALEZ, LETICIA FAMILY CHILD CARE","GONZALEZ, LETICIA",LETICIA GONZALEZ,(619) 542-9424,Unavailable,NATIONAL CITY,CA,91950,SAN DIEGO,20,14,LICENSED,2022-12-16,,5252025,UNAVAILABLE,"UNAVAILABLE, NATIONAL CITY",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"GONZALEZ, LETICIA",2022.0
family_child_care_homes,103911578,"GONZALEZ, LUIZALYN FAMILY CHILD CARE","GONZALEZ, LUIZALYN","GONZALEZ, LUIZALYN",(559) 904-1638,Unavailable,FRESNO,CA,93727,FRESNO,4,14,LICENSED,2021-09-30,,5252025,UNAVAILABLE,"UNAVAILABLE, FRESNO",2,DUPLICATE_ADDRESS; ,"GONZALEZ, LUIZALYN",2021.0
family_child_care_homes,394500171,"GONZALEZ, MA NATIVIDAD","GONZALEZ, MA NATIVIDAD","GARCIA, NATIVIDAD",(209) 642-3525,Unavailable,STOCKTON,CA,95209,SAN JOAQUIN,53,14,LICENSED,2020-01-29,,5252025,UNAVAILABLE,"UNAVAILABLE, STOCKTON",2,DUPLICATE_ADDRESS; ,"GONZALEZ, MA NATIVIDAD",2020.0
family_child_care_homes,103911931,"GONZALEZ, MARIAELIANA FAMILY CHILD CARE","GONZALEZ, MARIAELIANA","GONZALEZ, MARIAELIANA",(408) 648-8958,Unavailable,FRESNO,CA,93727,FRESNO,4,14,LICENSED,2022-11-15,,5252025,UNAVAILABLE,"UNAVAILABLE, FRESNO",2,DUPLICATE_ADDRESS; ,"GONZALEZ, MARIAELIANA",2022.0
family_child_care_homes,434417294,"GONZALEZ, MARINA","GONZALEZ, MARINA","GONZALEZ, MARINA",(408) 724-0069,Unavailable,SAN JOSE,CA,95127,SANTA CLARA,7,14,LICENSED,2022-11-03,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JOSE",2,DUPLICATE_ADDRESS; ,"GONZALEZ, MARINA",2022.0
family_child_care_homes,136610575,"GONZALEZ, MARTHA FAMILY CHILD CARE","GONZALEZ, MARTHA",MARTHA GONZALEZ,(760) 673-9812,Unavailable,BRAWLEY,CA,92227,IMPERIAL,20,14,LICENSED,2022-04-22,,5252025,UNAVAILABLE,"UNAVAILABLE, BRAWLEY",2,DUPLICATE_ADDRESS; ,"GONZALEZ, MARTHA",2022.0
family_child_care_homes,414004696,"GONZALEZ, MARY NOKOM","GONZALEZ, MARY NOKOM","GONZALEZ, MARY NOKOM",(650) 312-1208,Unavailable,SAN MATEO,CA,94403,SAN MATEO,5,14,LICENSED,2020-07-01,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN MATEO",2,DUPLICATE_ADDRESS; ,"GONZALEZ, MARY NOKOM",2020.0
family_child_care_homes,103911620,"GONZALEZ, MAYRA FAMILY CHILD CARE","GONZALEZ, MAYRA","GONZALEZ, MAYRA",(559) 856-4252,Unavailable,SELMA,CA,93662,FRESNO,57,14,LICENSED,2021-11-18,,5252025,UNAVAILABLE,"UNAVAILABLE, SELMA",2,DUPLICATE_ADDRESS; ,"GONZALEZ, MAYRA",2021.0
family_child_care_homes,136610536,"GONZALEZ, MELISSA FAMILY CHILD CARE","GONZALEZ, MELISSA",MELISSA GONZALEZ,(760) 890-8667,Unavailable,CALEXICO,CA,92231,IMPERIAL,20,14,LICENSED,2020-04-15,,5252025,UNAVAILABLE,"UNAVAILABLE, CALEXICO",2,DUPLICATE_ADDRESS; ,"GONZALEZ, MELISSA",2020.0
family_child_care_homes,313623984,"GONZALEZ, MINERVA",MINVERVA GONZALEZ,MINERVA GONZALEZ,(650) 219-4048,Unavailable,GRANITE BAY,CA,95746,PLACER,3,14,LICENSED,2021-08-23,,5252025,UNAVAILABLE,"UNAVAILABLE, GRANITE BAY",2,DUPLICATE_ADDRESS; ,MINVERVA GONZALEZ,2021.0
family_child_care_homes,394500464,"GONZALEZ, PAULA","GONZALEZ, PAULA",PAULA GONZALEZ,(510) 207-5024,Unavailable,MANTECA,CA,95336,SAN JOAQUIN,53,14,LICENSED,2021-09-14,,5252025,UNAVAILABLE,"UNAVAILABLE, MANTECA",2,DUPLICATE_ADDRESS; ,"GONZALEZ, PAULA",2021.0
family_child_care_homes,376628544,"GONZALEZ, SANN FAMILY CHILD CARE","GONZALEZ, SANN",SANN GONZALEZ,(951) 345-8777,Unavailable,CHULA VISTA,CA,91913,SAN DIEGO,20,14,LICENSED,2020-05-19,,5252025,UNAVAILABLE,"UNAVAILABLE, CHULA VISTA",2,DUPLICATE_ADDRESS; ,"GONZALEZ, SANN",2020.0
family_child_care_homes,434416314,"GONZALEZ, YAXIN","GONZALEZ, YAXIN","GONZALEZ, YAXIN",(408) 813-5071,Unavailable,SAN JOSE,CA,95112,SANTA CLARA,7,14,LICENSED,2021-05-14,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JOSE",2,DUPLICATE_ADDRESS; ,"GONZALEZ, YAXIN",2021.0
family_child_care_homes,543911261,"GONZALEZ, YULIANA FAMILY CHILD CARE","GONZALEZ, YULIANA","GONZALEZ, YULIANA",(559) 859-0075,Unavailable,VISALIA,CA,93291,TULARE,57,14,LICENSED,2020-06-29,,5252025,UNAVAILABLE,"UNAVAILABLE, VISALIA",2,DUPLICATE_ADDRESS; ,"GONZALEZ, YULIANA",2020.0
family_child_care_homes,336300656,"GONZALEZ,DIANA FAMILY CHILD CARE","GONZALEZ,DIANA","GONZALEZ,DIANA",(442) 227-4025,Unavailable,BERMUDA DUNES,CA,92203,RIVERSIDE,10,14,LICENSED,2022-12-02,,5252025,UNAVAILABLE,"UNAVAILABLE, BERMUDA DUNES",2,DUPLICATE_ADDRESS; ,"GONZALEZ,DIANA",2022.0
family_child_care_homes,394500128,"GOODWIN, CHARRON","GOODWIN, CHARRON","GOODWIN, CHARRON ANN",(925) 784-6276,Unavailable,LATHROP,CA,95330,SAN JOAQUIN,53,14,LICENSED,2020-01-01,,5252025,UNAVAILABLE,"UNAVAILABLE, LATHROP",2,DUPLICATE_ADDRESS; ,"GOODWIN, CHARRON",2020.0
family_child_care_homes,414004675,"GOOMER, SEEMA","GOOMER, SEEMA","GOOMER, SEEMA",(415) 627-7206,Unavailable,MILLBRAE,CA,94030,SAN MATEO,5,14,LICENSED,2020-03-09,,5252025,UNAVAILABLE,"UNAVAILABLE, MILLBRAE",2,DUPLICATE_ADDRESS; ,"GOOMER, SEEMA",2020.0
family_child_care_homes,336300161,GORDON FAMILY CHILD CARE,"GORDON,AMALIA","GORDON,AMALIA",(951) 902-3240,Unavailable,MORENO VALLEY,CA,92557,RIVERSIDE,10,14,LICENSED,2020-10-26,,5252025,UNAVAILABLE,"UNAVAILABLE, MORENO VALLEY",2,DUPLICATE_ADDRESS; ,"GORDON,AMALIA",2020.0
family_child_care_homes,197494797,GORE FAMILY CHILD CARE,ASAH-YANAH GORE,"GORE, ASAH-YANAH",(310) 245-3517,Unavailable,INGLEWOOD,CA,90304,LOS ANGELES,30,14,LICENSED,2021-04-20,,5252025,UNAVAILABLE,"UNAVAILABLE, INGLEWOOD",2,DUPLICATE_ADDRESS; ,ASAH-YANAH GORE,2021.0
family_child_care_homes,197495047,GORGINYAN FAMILY CHILD CARE,LILIT GORGINYAN,LILIT GORGINYAN,(818) 462-1004,Unavailable,PANORAMA CITY,CA,91402,LOS ANGELES,58,14,LICENSED,2022-04-18,,5252025,UNAVAILABLE,"UNAVAILABLE, PANORAMA CITY",2,DUPLICATE_ADDRESS; ,LILIT GORGINYAN,2022.0
family_child_care_homes,343624418,"GORRICHATEGUI, BRUNA","GORRICHATEGUI, BRUNA",BRUNA GORRICHATEGUI,(415) 747-1921,Unavailable,SACRAMENTO,CA,95827,SACRAMENTO,3,14,LICENSED,2022-08-22,,5252025,UNAVAILABLE,"UNAVAILABLE, SACRAMENTO",2,DUPLICATE_ADDRESS; ,"GORRICHATEGUI, BRUNA",2022.0
family_child_care_homes,503911783,"GOSS, ASHTYN FAMILY CHILD CARE","GOSS, ASHTYN","GOSS, ASHTYN",(209) 303-7916,Unavailable,MODESTO,CA,95355,STANISLAUS,4,14,LICENSED,2022-05-03,,5252025,UNAVAILABLE,"UNAVAILABLE, MODESTO",2,DUPLICATE_ADDRESS; ,"GOSS, ASHTYN",2022.0
family_child_care_homes,197494501,GOZEN FAMILY CHILD CARE,NATALIE GOZEN,NATALIE GOZEN,(818) 358-5980,Unavailable,VALLEY VILLAGE,CA,91607,LOS ANGELES,58,14,LICENSED,2020-03-02,,5252025,UNAVAILABLE,"UNAVAILABLE, VALLEY VILLAGE",2,DUPLICATE_ADDRESS; ,NATALIE GOZEN,2020.0
family_child_care_homes,197494901,GRADON FAMILY CHILD CARE,ESTHER GRADON,ESTHER GRADON,(323) 496-9177,Unavailable,LOS ANGELES,CA,90035,LOS ANGELES,58,14,LICENSED,2021-12-01,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",2,DUPLICATE_ADDRESS; ,ESTHER GRADON,2021.0
family_child_care_homes,394500621,"GRASSO, JENNIFER","GRASSO, JENNIFER",JENNIFER GRASSO,(570) 560-7568,Unavailable,MANTECA,CA,95336,SAN JOAQUIN,53,14,LICENSED,2022-10-10,,5252025,UNAVAILABLE,"UNAVAILABLE, MANTECA",2,DUPLICATE_ADDRESS; ,"GRASSO, JENNIFER",2022.0
family_child_care_homes,197494773,GRAVES FAMILY CHILD CARE,BRANDI GRAVES,BRANDI GRAVES,(310) 736-8038,Unavailable,SANTA MONICA,CA,90405,LOS ANGELES,30,14,LICENSED,2021-05-26,,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MONICA",2,DUPLICATE_ADDRESS; ,BRANDI GRAVES,2021.0
family_child_care_homes,336300298,GRAY-ROBINSON FAMILY CHILD CARE,"GRAY-ROBINSON, SASHA","GRAY-ROBINSON, SASHA",(951) 973-1876,Unavailable,MURRIETA,CA,92563,RIVERSIDE,10,14,LICENSED,2021-02-10,,5252025,UNAVAILABLE,"UNAVAILABLE, MURRIETA",2,DUPLICATE_ADDRESS; ,"GRAY-ROBINSON, SASHA",2021.0
